7902_96592_000000_000000	"Nobody can think well when he's tired," he said; and he began to run over in his mind the whole of the incidents since he landed a few hours earlier.	"Nobody can think well when he's tired," he said; and he began to run over in his mind the whole of the incidents since he landed a few hours earlier.	false	0	15.885	21.758144
7902_96592_000001_000000	CHAPTER THIRTEEN.	CHAPTER THIRTEEN.	true	15.885	16.93	24.258598
7902_96592_000002_000000	"Sure you've looked round everywhere, boy?"	"Sure you've looked round everywhere, boy?"	true	18.5	20.38	23.279577
7902_96592_000003_000000	"Yes, father, quite."	"Yes, father, quite."	true	20.81	22.12	26.236647
7902_96592_000004_000000	"Nothing left nowhere?	"Nothing left nowhere?	true	22.91	24.135	23.539738
7902_96592_000004_000001	Sure none of the lads chucked anything aside the path when they ran up?"	Sure none of the lads chucked anything aside the path when they ran up?"	true	24.135	27.25	21.760286
7902_96592_000005_000000	"Yes, father.	"Yes, father.	true	27.59	28.26	27.646051
7902_96592_000005_000001	I looked well both sides."	I looked well both sides."	true	28.26	29.4	19
7902_96592_000006_000000	"Humph!	"Humph!	false	29.4	30.78	19.670069
7902_96592_000006_000001	Worse lads than you if you knew where to find 'em."	Worse lads than you if you knew where to find 'em."	false	30.78	33.24	21.96661
7902_96592_000007_000000	"Thank ye, father."	"Thank ye, father."	false	33.24	34.18	24.000444
7902_96592_000008_000000	"I'm going home to breakfast."	"I'm going home to breakfast."	true	34.79	36.13	23.038185
7902_96592_000009_000000	"Shall I come too, father?"	"Shall I come too, father?"	true	36.41	37.78	22.7836
7902_96592_000010_000000	"No. Stop here till Sir Risdon comes down, and tell him I'm very sorry; that we should have cleared out last night, only a born fool saw Jerry Nandy's lobster-boat coming into the cove, and came running to say it was a party from the cutter."	"no Stop here till Sir Risdon comes down, and tell him I'm very sorry; that we should have cleared out last night, only a born fool saw Jerry Nandy's lobster boat coming into the cove, and came running to say it was a party from the cutter."	true	38.3	49.3	20.200396
7902_96592_000011_000000	"Yes, father."	"Yes, father."	true	50.06	51.04	25.088224
7902_96592_000012_000000	"Tell him not to be uneasy; 'tis all right, and I'll have everything clear away to-night."	"Tell him not to be uneasy; 'tis all right, and I'll have everything clear away to night."	true	51.41	55.18	22.924948
7902_96592_000013_000000	The dull sound of departing steps, and a low whistling sound coming down through the skylight window into the cabin where Archy Raystoke lay with his heavy eyelids pressed down by sleep.	The dull sound of departing steps, and a low whistling sound coming down through the skylight window into the cabin where Archy Raystoke lay with his heavy eyelids pressed down by sleep.	true	56.45	64.57	20.640932
7902_96592_000014_000000	"What a queer dream!" he thought to himself.	"What a queer dream!" he thought to himself.	true	65	67.09	20.453312
7902_96592_000014_000001	"No; it couldn't be a dream.	"No; it couldn't be a dream.	true	67.16	68.775	22.040634
7902_96592_000014_000002	He must be awake.	He must be awake.	true	68.775	69.88	27.021704
7902_96592_000014_000003	But how queer for Mr Gurr to be talking like that to Andrew Teal, the boy who helped the cook!	But how queer for Mr Gurr to be talking like that to Andrew Teal, the boy who helped the cook!	true	70.01	74.89	21.74897
7902_96592_000014_000004	And why did Andy call Mr Gurr father?"	And why did Andy call Mr Gurr father?"	true	75.29	77.44	21.23577
7902_96592_000015_000000	There was an interval of thinking over this knotty question, during which the low whistling went on.	There was an interval of thinking over this knotty question, during which the low whistling went on.	true	78.14	82.24	20.495588
7902_96592_000016_000000	"If Mr Brough goes on deck and catches that boy whistling, there'll be someone to pay and no pitch hot," thought Archy nautically.	"If Mr Brough goes on deck and catches that boy whistling, there'll be someone to pay and no pitch hot," thought Archy nautically.	false	83.06	89.11	21.390171
7902_96592_000016_000001	"But what did Mr Gurr mean about going home to breakfast?	"But what did Mr Gurr mean about going home to breakfast?	true	89.66	92.31	20.36205
7902_96592_000016_000002	And I'm hungry too. Time I was up, I suppose."	And I'm hungry too. Time I was up, I suppose."	true	92.31	95.5	22.048374
7902_96592_000017_000000	He gave himself a twist, and was about to turn out of his sleeping place, and then opened his eyes widely, and stared about him, too much overcome still by his heavy sleep to quite comprehend why it was that he was in a gloomy, oak-panelled, poorly furnished room, staring at an iron-barred open window.	He gave himself a twist, and was about to turn out of his sleeping place, and then opened his eyes widely, and stared about him, too much overcome still by his heavy sleep to quite comprehend why it was that he was in a gloomy, oak panelled, poorly furnished room, staring at an iron barred open window.	true	96.77	111.22	21
7902_96592_000018_000000	No: he was not dreaming, for he was looking out on the sea, over which a faint mist hung like wreaths of smoke.	No: he was not dreaming, for he was looking out on the sea, over which a faint mist hung like wreaths of smoke.	true	111.86	118.33	21.941936
7902_96592_000018_000001	It was just before sunrise too, for there were flecks of orange high up in the sky.	It was just before sunrise too, for there were flecks of orange high up in the sky.	true	118.37	122.11	22.600748
7902_96592_000019_000000	What did it mean?	What did it mean?	true	122.63	123.82	21.601805
7902_96592_000020_000000	The answer came like a flash.	The answer came like a flash.	true	124.43	125.925	20.305767
7902_96592_000020_000001	He recollected it all now, even to his sitting down in the chair, wearied out.	He recollected it all now, even to his sitting down in the chair, wearied out.	false	125.925	129.88	21.72226
7902_96592_000021_000000	He had been fast asleep, and those words had awakened him.	He had been fast asleep, and those words had awakened him.	true	130.52	133.18	23.937738
7902_96592_000022_000000	What did they say?--false alarm--tell Sir Risdon they would clear all away to-night--see if anything had been left about--lobster-boat!	What did they say?--false alarm-tell Sir Risdon they would clear all away to night-see if anything had been left about-lobster boat!	true	133.76	143.14	22.00737
7902_96592_000023_000000	Then no boat had come from the cutter last night, and the lieutenant would wait for him to signal, and here he was a prisoner, with the information--locked up--the very news the lieutenant would give anything to know.	Then no boat had come from the cutter last night, and the lieutenant would wait for him to signal, and here he was a prisoner, with the information-locked up-the very news the lieutenant would give anything to know.	false	143.81	153.22	19.563192
7902_96592_000024_000000	He jumped up from the chair feeling horribly stiff, and looked steadily round for a way to escape before it was too late.	He jumped up from the chair feeling horribly stiff, and looked steadily round for a way to escape before it was too late.	true	153.92	159.55	22.407612
7902_96592_000024_000001	Once out of that room he could ran, and by daylight the smugglers dare not hunt him down.	Once out of that room he could ran, and by daylight the smugglers dare not hunt him down.	true	160.04	164.29	21.306505
7902_96592_000025_000000	"Oh, those bars!" he mentally exclaimed, and he was advancing toward them, when just as he drew near, there was a rustling noise under the window, a couple of hands seized the bars, there was a scratching of boot-toes against stone work, and Ram's face appeared to gaze into the room by intention, but into the astonished countenance of the young midshipman instead.	"Oh, those bars!" he mentally exclaimed, and he was advancing toward them, when just as he drew near, there was a rustling noise under the window, a couple of hands seized the bars, there was a scratching of boot toes against stone work, and Ram's face appeared to gaze into the room by intention, but into the astonished countenance of the young midshipman instead.	true	165.41	183.6	20.011744
7902_96592_000026_000000	Ram was the first to recover from his surprise.	Ram was the first to recover from his surprise.	false	183.6	186.9	19.964952
7902_96592_000027_000000	"Hullo!" he said, "who are you?	"Hullo!" he said, "who are you?	false	186.9	189.315	21.403193
7902_96592_000027_000001	I was wondering why that window was open."	I was wondering why that window was open."	true	189.315	191.05	19.644964
7902_96592_000028_000000	"Here, quick!	"Here, quick!	true	191.57	192.555	25.510202
7902_96592_000028_000001	Go round and open the door.	Go round and open the door.	true	192.555	193.785	22
7902_96592_000028_000002	I was shut in last night by mistake."	I was shut in last night by mistake."	true	193.785	195.49	22.935501
7902_96592_000029_000000	"Oh!" said Ram looking puzzled.	"Oh!" said Ram looking puzzled.	true	195.95	197.47	22.815708
7902_96592_000029_000001	"I saw you last night, and wondered whose boy you was.	"I saw you last night, and wondered whose boy you was.	false	197.87	200.32	20.36879
7902_96592_000029_000002	It was you father kicked for shirking, and--My!-- well: I hardly knowed you."	It was you father kicked for shirking, and-My!-- well: I hardly knowed you."	true	200.54	205.18	24.046955
7902_96592_000030_000000	"Nonsense!	"Nonsense!	true	206.21	207.13	21.882698
7902_96592_000030_000001	Come round and open the door.	Come round and open the door.	true	207.17	208.32	19.563435
7902_96592_000030_000002	I've been shut in all night."	I've been shut in all night."	true	208.32	209.47	23.754948
7902_96592_000031_000000	"Won't do," said Ram grinning.	"Won't do," said Ram grinning.	false	210.2	211.98	20.37008
7902_96592_000031_000001	"Think I don't know you, Mr Orficer? Where's your fine clothes and your sword?	"Think I don't know you, Mr Orficer? Where's your fine clothes and your sword?	true	211.98	216.195	21.596176
7902_96592_000031_000002	Here, what made you dress up like that?"	Here, what made you dress up like that?"	true	216.195	217.87	19.32308
7902_96592_000032_000000	"You're mistaken," said Archy gruffly, as he made a feeble struggle to keep up the character he had assumed.	"You're mistaken," said Archy gruffly, as he made a feeble struggle to keep up the character he had assumed.	true	218.6	223.33	21.667795
7902_96592_000033_000000	"Won't do," said Ram quickly.	"Won't do," said Ram quickly.	true	223.94	225.435	20.219133
7902_96592_000033_000001	"I know you.	"I know you.	true	225.435	226.17	28
7902_96592_000033_000002	Been playing the spy, that's what you've been doing.	Been playing the spy, that's what you've been doing.	false	226.17	228.43	22.241333
7902_96592_000033_000003	Who locked you in?"	Who locked you in?"	true	228.74	229.72	25.146137
7902_96592_000034_000000	"Will you come round and open the door?" said Archy in an angry whisper.	"Will you come round and open the door?" said Archy in an angry whisper.	true	230.69	233.56	22.301378
7902_96592_000035_000000	"Oh, of course," replied the boy grinning; and he dropped down, rushed through the bushes, and disappeared from view.	"Oh, of course," replied the boy grinning; and he dropped down, rushed through the bushes, and disappeared from view.	true	233.93	238.69	21.54872
7902_96592_000036_000000	Archy stepped back to the door listening, but there was not a sound.	Archy stepped back to the door listening, but there was not a sound.	true	239.63	242.41	21.49688
7902_96592_000037_000000	"He has gone to give the alarm," thought the prisoner, and he looked excitedly round for a way of escape.	"He has gone to give the alarm," thought the prisoner, and he looked excitedly round for a way of escape.	true	243.05	247.39	21.700052
7902_96592_000038_000000	Nothing but the chimney presented itself.	Nothing but the chimney presented itself.	true	247.94	249.88	21.546568
7902_96592_000038_000001	The door was too strong to attack, and he remembered the three fastenings.	The door was too strong to attack, and he remembered the three fastenings.	true	250.37	253.72	21.436827
7902_96592_000039_000000	Should he try the chimney?	Should he try the chimney?	false	253.88	255.22	22.15018
7902_96592_000040_000000	And be stuck there, and dragged out like a rabbit by the hind legs from his hole!	And be stuck there, and dragged out like a rabbit by the hind legs from his hole!	true	256.31	259.66	19.56985
7902_96592_000041_000000	"No; I've degraded myself enough," he said angrily, "and there are sure to be bars across.	"No; I've degraded myself enough," he said angrily, "and there are sure to be bars across.	true	260.57	264.69	19.484205
7902_96592_000041_000001	Hah!"	Hah!"	false	264.69	266.16	21.026745
