8131_117016_000000_000000	The captain took it, and nodded.	The captain took it, and nodded.	false	0	2.97	19.382494
8131_117016_000000_000001	"I wasn't kidding about your being a good man, Gordon.	"I wasn't kidding about your being a good man, Gordon.	false	2.97	7.29	24.643856
8131_117016_000000_000002	Go home and get some sleep, take the next day off. After that, we've got a new job for you!"	Go home and get some sleep, take the next day off. After that, we've got a new job for you!"	false	7.29	11.82	19.062067
8131_117016_000001_000000	Chapter IV	Chapter four	true	11.82	13.12	20.861193
8131_117016_000002_000000	CAPTAIN MURDOCH	CAPTAIN MURDOCH	true	14.15	15.94	31.602247
8131_117016_000003_000000	The new assignment was to the roughest section in all Marsport--the slum area beyond the dome, out near the rocket field.	The new assignment was to the roughest section in all Marsport-the slum area beyond the dome, out near the rocket field.	false	17.6	26.26	20.538616
8131_117016_000003_000001	Here all the riffraff that had been unable to establish itself in better quarters had found some sort of a haven.	Here all the riffraff that had been unable to establish itself in better quarters had found some sort of a haven.	false	27.05	34.39	23.4569
8131_117016_000003_000002	At one time, there had been a small dome and a tiny city devoted to the rocket field.	At one time, there had been a small dome and a tiny city devoted to the rocket field.	true	34.88	41.59	22.780186
8131_117016_000003_000003	But Marsport had flourished enough to kill it off.	But Marsport had flourished enough to kill it off.	true	42.02	45.04	26.485891
8131_117016_000003_000004	The dome had failed from neglect, and the buildings inside had grown shabbier.	The dome had failed from neglect, and the buildings inside had grown shabbier.	false	45.77	50.95	23.357943
8131_117016_000004_000000	Bruce Gordon was trapped; he couldn't break his job with the police--if he did, he'd be brought back as a criminal.	Bruce Gordon was trapped; he couldn't break his job with the police-if he did, he'd be brought back as a criminal.	true	51.8	59.44	24.796165
8131_117016_000004_000001	Some of Mars' laws dated from the time when law enforcement had been hampered by lack of men, rather than by the type of men.	Some of Mars' laws dated from the time when law enforcement had been hampered by lack of men, rather than by the type of men.	true	60.11	67.81	22.726328
8131_117016_000005_000000	The Stonewall gang numbered perhaps five hundred.	The Stonewall gang numbered perhaps five hundred.	true	68.57	71.62	27.04393
8131_117016_000005_000001	They hired out members to other gangs, during the frequent wars.	They hired out members to other gangs, during the frequent wars.	false	72.23	76.09	20.909845
8131_117016_000005_000002	Between times, they picked up what they could by mugging and theft, with a reasonable amount of murder thrown in at a modest price.	Between times, they picked up what they could by mugging and theft, with a reasonable amount of murder thrown in at a modest price.	true	76.19	84.79	23.538816
8131_117016_000006_000000	Even derelicts and failures had to eat; there were stores and shops throughout the district which eked out some kind of a marginal living. They were safe from protection racketeers there--none bothered to come so far out.	Even derelicts and failures had to eat; there were stores and shops throughout the district which eked out some kind of a marginal living. They were safe from protection racketeers there-none bothered to come so far out.	false	85.73	100.93	23.926731
8131_117016_000006_000001	And police had been taken off the beats there after it grew unsafe even for men in pairs to patrol the area.	And police had been taken off the beats there after it grew unsafe even for men in pairs to patrol the area.	true	101.66	108.67	20.86214
8131_117016_000007_000000	The shopkeepers, and some of the less unfortunate people there, had protested loud enough to reach clear back to Earth.	The shopkeepers, and some of the less unfortunate people there, had protested loud enough to reach clear back to Earth.	true	109.31	116.47	27.458536
8131_117016_000007_000001	Marsport had hired a man from Earth to come in and act as chief of the section.	Marsport had hired a man from Earth to come in and act as chief of the section.	false	117.26	122.17	26.483973
8131_117016_000007_000002	Captain Murdoch was an unknown factor, and now was asking for more men.	Captain Murdoch was an unknown factor, and now was asking for more men.	true	123.32	128.65	20.770887
8131_117016_000007_000003	The pressure was enough to get them for him.	The pressure was enough to get them for him.	true	128.87	131.23	28.31904
8131_117016_000008_000000	Gordon reported for work with a sense of the bottom falling out, mixed with a vague relief.	Gordon reported for work with a sense of the bottom falling out, mixed with a vague relief.	true	132.23	137.71	21.460264
8131_117016_000009_000000	"You're going to be busy," Murdoch announced shortly in the dilapidated building that had been hastily converted to a precinct house.	"You're going to be busy," Murdoch announced shortly in the dilapidated building that had been hastily converted to a precinct house.	true	138.41	146.26	21.188221
8131_117016_000009_000001	"Damn it, you're men, not sharks.	"Damn it, you're men, not sharks.	true	147.35	150.25	20.022299
8131_117016_000009_000002	I've got a free hand, and we're going to run this the way we would on Earth.	I've got a free hand, and we're going to run this the way we would on Earth.	true	150.62	155.41	22.021683
8131_117016_000009_000003	Your job is to protect the citizens here--and that means everyone not breaking the laws--whether you feel like it or not.	Your job is to protect the citizens here-and that means everyone not breaking the laws-whether you feel like it or not.	true	155.87	164.08	22.931091
8131_117016_000009_000004	No graft.	No graft.	true	164.24	165.64	24.24094
8131_117016_000009_000005	The first man making a shakedown will get the same treatment we're going to use on the Stonewall boys.	The first man making a shakedown will get the same treatment we're going to use on the Stonewall boys.	true	166.1	171.82	24.123188
8131_117016_000009_000006	You'll get double pay here, and you can live on it!"	You'll get double pay here, and you can live on it!"	true	171.92	175.06	20.396059
8131_117016_000010_000000	He opened up a box on his desk and pulled out six heavy wooden sticks, each thirty inches long and nearly two inches in diameter.	He opened up a box on his desk and pulled out six heavy wooden sticks, each thirty inches long and nearly two inches in diameter.	true	175.58	185.38	23.4922
8131_117016_000010_000001	There was a shaped grip on each, with a thong of leather to hold it over the wrist.	There was a shaped grip on each, with a thong of leather to hold it over the wrist.	true	185.66	190.87	24.556023
8131_117016_000011_000000	He picked out five of the men, including Gordon "You five will come with me.	He picked out five of the men, including Gordon "You five will come with me.	true	191.36	197.23	22.777819
8131_117016_000011_000001	I'm going to show how we operate.	I'm going to show how we operate.	false	197.72	200.865	20.296299
8131_117016_000011_000002	The rest of you can team up any way you want tonight, pick any route that's open.	The rest of you can team up any way you want tonight, pick any route that's open.	false	200.865	206.11	28.525066
8131_117016_000011_000003	Okay, men, let's go."	Okay, men, let's go."	true	206.6	208.03	21.245228
8131_117016_000012_000000	Bruce Gordon grinned slowly as he swung the stick, and Murdoch's eyes fell on him.	Bruce Gordon grinned slowly as he swung the stick, and Murdoch's eyes fell on him.	true	208.7	214.66	21.441359
8131_117016_000012_000001	"Earth cop!"	"Earth cop!"	true	215.36	216.46	23.73936
8131_117016_000013_000000	"Two years," Gordon admitted.	"Two years," Gordon admitted.	true	217.04	218.86	26.72045
8131_117016_000014_000000	"Then you should be ashamed to be in this mess.	"Then you should be ashamed to be in this mess.	true	219.74	222.28	21.335049
8131_117016_000014_000001	But whatever your reasons, you'll be useful.	But whatever your reasons, you'll be useful.	true	222.41	225.07	18.410728
8131_117016_000014_000002	Take those two and give them some lessons, while I do the same with these."	Take those two and give them some lessons, while I do the same with these."	true	225.83	230.11	21.20619
8131_117016_000015_000000	For a second, Gordon cursed himself.	For a second, Gordon cursed himself.	true	230.81	233.41	24.88068
8131_117016_000015_000001	Murdoch had fixed it so he'd be a squad leader, and that meant he'd be unable to step out of line.	Murdoch had fixed it so he'd be a squad leader, and that meant he'd be unable to step out of line.	true	233.48	239.59	20.018148
