4198_12259_000001_000018	But this shall banish it utterly.	But this shall banish it utterly.
4198_12259_000001_000020	Long clysters of drinking are to be voided without doors.	Long clysters of drinking are to be voided without doors.
4198_12259_000001_000021	The great God made the planets, and we make the platters neat.	The great God made the planets, and we make the platters neat.
4198_12259_000001_000022	I have the word of the gospel in my mouth, Sitio.	I have the word of the gospel in my mouth, Sitio.
4198_12259_000001_000024	Appetite comes with eating, says Angeston, but the thirst goes away with drinking.	Appetite comes with eating, says Angeston, but the thirst goes away with drinking.
4198_12259_000001_000025	I have a remedy against thirst, quite contrary to that which is good against the biting of a mad dog.	I have a remedy against thirst, quite contrary to that which is good against the biting of a mad dog.
4198_12259_000001_000027	There I catch you, I awake you.	There I catch you, I awake you.
4198_12259_000001_000029	Hey now, lads, let us moisten ourselves, it will be time to dry hereafter.	Hey now, lads, let us moisten ourselves, it will be time to dry hereafter.
4198_12259_000001_000031	My tongue peels.	My tongue peels.
4198_12259_000001_000035	I'faith, pure Greek, Greek!	I'faith, pure Greek, Greek!
4198_12259_000001_000040	My 'prenticeship is out, I am a free man at this trade.	My 'prenticeship is out, I am a free man at this trade.
4198_12259_000001_000043	O the drinkers, those that are a-dry, O poor thirsty souls!	O the drinkers, those that are a dry, O poor thirsty souls!
4198_12259_000001_000045	Like a cardinal!	Like a cardinal!
4198_12259_000001_000046	Natura abhorret vacuum.	Natura abhorret vacuum.
4198_12259_000001_000048	This is after the fashion of Switzerland.	This is after the fashion of Switzerland.
4198_12259_000001_000050	Come, therefore, blades, to this divine liquor and celestial juice, swill it over heartily, and spare not!	Come, therefore, blades, to this divine liquor and celestial juice, swill it over heartily, and spare not!
