7975_280076_000000_000000	I decided that the shortest way out of it was to have Asbury knock it down to her then and there, so I gave him the sign.	I decided that the shortest way out of it was to have Asbury knock it down to her then and there, so I gave him the sign.	false	0	7.02	19.264055
7975_280076_000001_000000	I had to protect Asbury from the crowd for a few minutes, but there was no harm done to any one.	I had to protect Asbury from the crowd for a few minutes, but there was no harm done to any one.	false	7.02	9.09	11
7975_280076_000001_000001	Mrs. Hurley had her goods, and the creditor had his money, and I was out $80, while Asbury's reliability as an auctioneer was called into some question until his position in the matter was fully understood.	mrs Hurley had her goods, and the creditor had his money, and I was out eighty dollars, while Asbury's reliability as an auctioneer was called into some question until his position in the matter was fully understood.	false	9.09	10.17	11.712228
7975_280076_000002_000000	20.	twenty.	false	10.17	10.2	-11
7975_280076_000002_000001	LAURELS UNSOUGHT	LAURELS UNSOUGHT	true	10.2	11.5	20.449795
7975_280076_000003_000000	Although every book purporting to narrate the lives of the Younger brothers has told of the Liberty robbery, and implied that we had a part in it, the Youngers were not suspected at that time, nor for a long time afterward.	Although every book purporting to narrate the lives of the Younger brothers has told of the Liberty robbery, and implied that we had a part in it, the Youngers were not suspected at that time, nor for a long time afterward.	true	13.52	25.03	18.703192
7975_280076_000003_000001	It was claimed by people of Liberty that they positively recognized among the robbers Oll Shepherd, "Red" Monkers and "Bud" Pence, who had seen service with Quantrell.	It was claimed by people of Liberty that they positively recognized among the robbers Oll Shepherd, "Red" Monkers and "Bud" Pence, who had seen service with Quantrell.	false	25.07	34.12	18
7975_280076_000003_000002	Jim White and J. F. Edmunson were arrested in St. Joseph, but were promptly released, their preliminary examination failing to connect them with the raid in any way.	Jim White and j f Edmunson were arrested in saint Joseph, but were promptly released, their preliminary examination failing to connect them with the raid in any way.	true	34.46	43.27	17.295444
7975_280076_000004_000000	In October of that year a bank at Lexington, Mo., was robbed of $2,000, but so far as I know it was never connected with the Younger brothers in any way until 1880, when J. W. Buel published his "Border Bandits."	In October of that year a bank at Lexington, Mo., was robbed of two thousand dollars, but so far as I know it was never connected with the Younger brothers in any way until eighteen eighty, when j w Buel published his "Border Bandits."	false	43.67	56.55	18
7975_280076_000005_000000	March 2, 1867, the bank at Savannah, Mo., was raided, but the five who did this were identified, and there were no Younger boys in the party.	march second eighteen sixty seven, the bank at Savannah, Mo., was raided, but the five who did this were identified, and there were no Younger boys in the party.	false	56.55	65.38	16.669228
7975_280076_000005_000001	This raid was accompanied by bloodshed, Judge McLain, the banker, being shot, though not fatally.	This raid was accompanied by bloodshed, Judge McLain, the banker, being shot, though not fatally.	true	65.6	71.23	19.531553
7975_280076_000006_000000	May 23 of that year the bank at Richmond, Mo., was raided, Mayor Shaw was killed, and the robbers raided the jail, where were confined a number of prisoners whose arrest, it was claimed, was due to their sympathy with secession.	may twenty third of that year the bank at Richmond, Mo., was raided, Mayor Shaw was killed, and the robbers raided the jail, where were confined a number of prisoners whose arrest, it was claimed, was due to their sympathy with secession.	false	72.02	84.37	19.324228
7975_280076_000006_000001	Jailer Griffin and his 15-year-old son were killed there. Warrants were issued for a number of the old guerrillas, including Allen Parmer, afterward the husband of Susie James, although he was working in Kansas City at the time, and proved an absolute alibi.	Jailer Griffin and his fifteen-year old son were killed there. Warrants were issued for a number of the old guerrillas, including Allen Parmer, afterward the husband of Susie james, although he was working in Kansas City at the time, and proved an absolute alibi.	true	84.68	99.12	19.44546
7975_280076_000006_000002	No warrant was issued for the Youngers, but subsequent historians (?) have, inferentially at least, accused us of taking part, but as I said before, there is no truth in the accusation.	No warrant was issued for the Youngers, but subsequent historians (?) have, inferentially at least, accused us of taking part, but as I said before, there is no truth in the accusation.	false	99.12	109.45	18.195887
7975_280076_000007_000000	The bank at Russellville, Ky., was raided March 20, 1868, and among the raiders was a man who gave his name as Colburn, who the detectives have endeavored to make it appear was Cole Younger.	The bank at Russellville, kentucky., was raided march twentieth eighteen sixty eight, and among the raiders was a man who gave his name as Colburn, who the detectives have endeavored to make it appear was Cole Younger.	false	110.15	121.27	19.496897
7975_280076_000007_000001	Having served in Kentucky with Quantrell, Jim Younger and Frank James were well known through that state, and it being known that the previous bank robberies in Missouri were charged to ex-guerrillas, similar conclusions were at once drawn by the Louisville sleuths who were put on the case.	Having served in Kentucky with Quantrell, Jim Younger and Frank james were well known through that state, and it being known that the previous bank robberies in Missouri were charged to ex guerrillas, similar conclusions were at once drawn by the Louisville sleuths who were put on the case.	false	121.43	136.12	19.792154
7975_280076_000007_000002	Jim and John were at home at Lee's Summit.	Jim and john were at home at Lee's Summit.	true	136.43	138.85	19.381224
7975_280076_000008_000000	June 3, 1871, Obocock Bros.' bank at Corydon, Iowa, was robbed of $40,000 by seven men in broad daylight.	june third eighteen seventy one, Obocock bros' bank at Corydon, Iowa, was robbed of forty thousand dollars by seven men in broad daylight.	false	139.22	147.22	16
7975_280076_000008_000001	The romancers have connected Jim and me with that, when as a matter of fact I was in Louisiana, Jim and Bob were at Dallas, and John was in California.	The romancers have connected Jim and me with that, when as a matter of fact I was in Louisiana, Jim and Bob were at Dallas, and john was in California.	true	147.38	155.95	20.035936
7975_280076_000009_000000	April 29, 1872, the day that the bank at Columbia, Ky., was raided and the cashier, R. A. C. Martin, killed I was at Neosho Falls, Kansas, with a drove of cattle.	april twenty ninth eighteen seventy two, the day that the bank at Columbia, kentucky., was raided and the cashier, r a c Martin, killed I was at Neosho Falls, Kansas, with a drove of cattle.	false	156.41	167.05	17.862122
7975_280076_000010_000000	September 26 of the same year the cash-box of the Kansas City fair was stolen.	september twenty sixth of the same year the cash box of the Kansas City fair was stolen.	false	167.54	172.81	21
