3764_168670_000001_000000	"And she will hold her tongue?"	"And she will hold her tongue?"
3764_168670_000002_000000	"I answer for that."	"I answer for that."
3764_168670_000003_000000	"But you, Father Madeleine?"	"But you, Father Madeleine?"
3764_168670_000004_000000	And, after a silence, fraught with anxiety, Fauchelevent exclaimed:--	And, after a silence, fraught with anxiety, Fauchelevent exclaimed:--
3764_168670_000005_000000	"Why, get out as you came in!"	"Why, get out as you came in!"
3764_168670_000006_000000	Jean Valjean, as in the first instance, contented himself with saying, "Impossible."	Jean Valjean, as in the first instance, contented himself with saying, "Impossible."
3764_168670_000007_000000	Fauchelevent grumbled, more to himself than to Jean Valjean:--	Fauchelevent grumbled, more to himself than to Jean Valjean:--
3764_168670_000008_000000	"There is another thing which bothers me.	"There is another thing which bothers me.
3764_168670_000008_000001	I have said that I would put earth in it.	I have said that I would put earth in it.
3764_168670_000008_000002	When I come to think it over, the earth instead of the corpse will not seem like the real thing, it won't do, it will get displaced, it will move about.	When I come to think it over, the earth instead of the corpse will not seem like the real thing, it won't do, it will get displaced, it will move about.
3764_168670_000008_000003	The men will bear it.	The men will bear it.
3764_168670_000008_000004	You understand, Father Madeleine, the government will notice it."	You understand, Father Madeleine, the government will notice it."
3764_168670_000009_000000	Jean Valjean stared him straight in the eye and thought that he was raving.	Jean Valjean stared him straight in the eye and thought that he was raving.
3764_168670_000010_000000	Fauchelevent went on:--	Fauchelevent went on:--
3764_168670_000011_000003	The prioress expects you."	The prioress expects you."
3764_168670_000012_000000	Then he explained to Jean Valjean that this was his recompense for a service which he, Fauchelevent, was to render to the community.	Then he explained to Jean Valjean that this was his recompense for a service which he, Fauchelevent, was to render to the community.
3764_168670_000012_000002	That the nun who had died that morning had requested to be buried in the coffin which had served her for a bed, and interred in the vault under the altar of the chapel.	That the nun who had died that morning had requested to be buried in the coffin which had served her for a bed, and interred in the vault under the altar of the chapel.
3764_168670_000012_000004	That the prioress and the vocal mothers intended to fulfil the wish of the deceased.	That the prioress and the vocal mothers intended to fulfil the wish of the deceased.
3764_168670_000012_000005	That it was so much the worse for the government.	That it was so much the worse for the government.
3764_168670_000012_000006	That he, Fauchelevent, was to nail up the coffin in the cell, raise the stone in the chapel, and lower the corpse into the vault.	That he, Fauchelevent, was to nail up the coffin in the cell, raise the stone in the chapel, and lower the corpse into the vault.
3764_168670_000012_000008	That the prioress had told him to bring his brother on the following evening, after the counterfeit interment in the cemetery.	That the prioress had told him to bring his brother on the following evening, after the counterfeit interment in the cemetery.
3764_168670_000012_000010	And then, that there was another: the empty coffin.	And then, that there was another: the empty coffin.
3764_168670_000013_000000	"What is that empty coffin?" asked Jean Valjean.	"What is that empty coffin?" asked Jean Valjean.
3764_168670_000015_000000	"The coffin of the administration."	"The coffin of the administration."
3764_168670_000016_000000	"What coffin?	"What coffin?
3764_168670_000016_000001	What administration?"	What administration?"
3764_168670_000017_000000	"A nun dies.	"A nun dies.
3764_168670_000017_000001	The municipal doctor comes and says, 'A nun has died.' The government sends a coffin.	The municipal doctor comes and says, 'A nun has died.' The government sends a coffin.
3764_168670_000017_000002	The next day it sends a hearse and undertaker's men to get the coffin and carry it to the cemetery.	The next day it sends a hearse and undertaker's men to get the coffin and carry it to the cemetery.
3764_168670_000018_000000	"Put something in it."	"Put something in it."
3764_168670_000019_000001	I have none."	I have none."
3764_168670_000020_000000	"No."	"no"
3764_168670_000021_000000	"What then?"	"What then?"
3764_168670_000022_000000	"A living person."	"A living person."
3764_168670_000023_000000	"What person?"	"What person?"
3764_168670_000024_000000	"Me!" said Jean Valjean.	"Me!" said Jean Valjean.
