3764_168670_000000_000000	"You will carry her out?"	"You will carry her out?"	false	88.2	126.13	20.983307
3764_168670_000001_000000	"And she will hold her tongue?"	"And she will hold her tongue?"	true	126.53	128.26	18.712374
3764_168670_000002_000000	"I answer for that."	"I answer for that."	true	128.48	130.24	21.086552
3764_168670_000003_000000	"But you, Father Madeleine?"	"But you, Father Madeleine?"	true	130.4	132.46	20.307165
3764_168670_000004_000000	And, after a silence, fraught with anxiety, Fauchelevent exclaimed:--	And, after a silence, fraught with anxiety, Fauchelevent exclaimed:--	true	133.43	138.04	21.18815
3764_168670_000005_000000	"Why, get out as you came in!"	"Why, get out as you came in!"	true	138.35	141.16	20.94472
3764_168670_000006_000000	Jean Valjean, as in the first instance, contented himself with saying, "Impossible."	Jean Valjean, as in the first instance, contented himself with saying, "Impossible."	true	141.83	147.76	20.39955
3764_168670_000007_000000	Fauchelevent grumbled, more to himself than to Jean Valjean:--	Fauchelevent grumbled, more to himself than to Jean Valjean:--	true	148.94	152.47	19.586754
3764_168670_000008_000000	"There is another thing which bothers me.	"There is another thing which bothers me.	true	153.47	155.74	22.426401
3764_168670_000008_000001	I have said that I would put earth in it.	I have said that I would put earth in it.	true	156.11	158.29	22.109657
3764_168670_000008_000002	When I come to think it over, the earth instead of the corpse will not seem like the real thing, it won't do, it will get displaced, it will move about.	When I come to think it over, the earth instead of the corpse will not seem like the real thing, it won't do, it will get displaced, it will move about.	true	158.81	168.1	23.747164
3764_168670_000008_000003	The men will bear it.	The men will bear it.	true	168.26	169.69	23.544624
3764_168670_000008_000004	You understand, Father Madeleine, the government will notice it."	You understand, Father Madeleine, the government will notice it."	true	170.21	173.71	19
3764_168670_000009_000000	Jean Valjean stared him straight in the eye and thought that he was raving.	Jean Valjean stared him straight in the eye and thought that he was raving.	true	175.16	179.59	20.142168
3764_168670_000010_000000	Fauchelevent went on:--	Fauchelevent went on:--	true	180.47	181.56	17
3764_168670_000011_000000	"How the de--uce are you going to get out?	"How the de-u c e are you going to get out?	false	181.56	185.04	22.366083
3764_168670_000011_000001	It must all be done by to-morrow morning.	It must all be done by to morrow morning.	false	185.04	187.78	21.37785
3764_168670_000011_000002	It is to-morrow that I am to bring you in.	It is to morrow that I am to bring you in.	false	188.15	190.27	21.609325
3764_168670_000011_000003	The prioress expects you."	The prioress expects you."	true	190.46	192.13	22.206089
3764_168670_000012_000000	Then he explained to Jean Valjean that this was his recompense for a service which he, Fauchelevent, was to render to the community.	Then he explained to Jean Valjean that this was his recompense for a service which he, Fauchelevent, was to render to the community.	true	193.28	201.63	20.214437
3764_168670_000012_000001	That it fell among his duties to take part in their burials, that he nailed up the coffins and helped the grave-digger at the cemetery.	That it fell among his duties to take part in their burials, that he nailed up the coffins and helped the grave digger at the cemetery.	false	201.63	209.26	21.226421
3764_168670_000012_000002	That the nun who had died that morning had requested to be buried in the coffin which had served her for a bed, and interred in the vault under the altar of the chapel.	That the nun who had died that morning had requested to be buried in the coffin which had served her for a bed, and interred in the vault under the altar of the chapel.	true	209.81	218.88	20.146498
3764_168670_000012_000003	That the police regulations forbade this, but that she was one of those dead to whom nothing is refused.	That the police regulations forbade this, but that she was one of those dead to whom nothing is refused.	false	218.88	225.97	20.796251
3764_168670_000012_000004	That the prioress and the vocal mothers intended to fulfil the wish of the deceased.	That the prioress and the vocal mothers intended to fulfil the wish of the deceased.	true	226.1	231.4	20.793156
3764_168670_000012_000005	That it was so much the worse for the government.	That it was so much the worse for the government.	true	231.59	233.86	21.199184
3764_168670_000012_000006	That he, Fauchelevent, was to nail up the coffin in the cell, raise the stone in the chapel, and lower the corpse into the vault.	That he, Fauchelevent, was to nail up the coffin in the cell, raise the stone in the chapel, and lower the corpse into the vault.	true	234.02	241.75	22.790586
3764_168670_000012_000007	And that, by way of thanks, the prioress was to admit his brother to the house as a gardener, and his niece as a pupil. That his brother was M. Madeleine, and that his niece was Cosette.	And that, by way of thanks, the prioress was to admit his brother to the house as a gardener, and his niece as a pupil. That his brother was m Madeleine, and that his niece was Cosette.	false	241.97	253.63	23.248503
3764_168670_000012_000008	That the prioress had told him to bring his brother on the following evening, after the counterfeit interment in the cemetery.	That the prioress had told him to bring his brother on the following evening, after the counterfeit interment in the cemetery.	true	254.42	260.61	20.88812
3764_168670_000012_000009	But that he could not bring M. Madeleine in from the outside if M. Madeleine was not outside. That that was the first problem.	But that he could not bring m Madeleine in from the outside if m Madeleine was not outside. That that was the first problem.	false	260.61	269.26	20.73127
3764_168670_000012_000010	And then, that there was another: the empty coffin.	And then, that there was another: the empty coffin.	true	269.57	273.67	17.288939
3764_168670_000013_000000	"What is that empty coffin?" asked Jean Valjean.	"What is that empty coffin?" asked Jean Valjean.	true	275.27	278.4	21.31513
3764_168670_000014_000000	Fauchelevent replied:--	Fauchelevent replied:--	false	278.4	280.51	17.271666
3764_168670_000015_000000	"The coffin of the administration."	"The coffin of the administration."	true	280.94	282.85	22
3764_168670_000016_000000	"What coffin?	"What coffin?	true	283.37	284.49	21.242676
3764_168670_000016_000001	What administration?"	What administration?"	true	284.49	286.03	21.475874
3764_168670_000017_000000	"A nun dies.	"A nun dies.	true	286.58	288.03	19
3764_168670_000017_000001	The municipal doctor comes and says, 'A nun has died.' The government sends a coffin.	The municipal doctor comes and says, 'A nun has died.' The government sends a coffin.	true	288.03	292.87	20.641768
3764_168670_000017_000002	The next day it sends a hearse and undertaker's men to get the coffin and carry it to the cemetery.	The next day it sends a hearse and undertaker's men to get the coffin and carry it to the cemetery.	true	292.88	298.18	21.946217
3764_168670_000017_000003	The undertaker's men will come and lift the coffin; there will be nothing in it."	The undertaker's men will come and lift the coffin; there will be nothing in it."	false	298.31	302.56	21.374958
3764_168670_000018_000000	"Put something in it."	"Put something in it."	true	303.8	305.01	20.158525
3764_168670_000019_000000	"A corpse?	"A corpse?	false	305.01	306.58	20.278612
3764_168670_000019_000001	I have none."	I have none."	true	306.59	307.66	22.24624
3764_168670_000020_000000	"No."	"no"	true	308	308.83	22.028797
3764_168670_000021_000000	"What then?"	"What then?"	true	309.05	310.18	20.781267
3764_168670_000022_000000	"A living person."	"A living person."	true	310.46	311.83	17.678976
3764_168670_000023_000000	"What person?"	"What person?"	true	312.47	313.78	21.648891
3764_168670_000024_000000	"Me!" said Jean Valjean.	"Me!" said Jean Valjean.	true	314.09	316.12	17.51741
3764_168670_000025_000000	Fauchelevent, who was seated, sprang up as though a bomb had burst under his chair.	Fauchelevent, who was seated, sprang up as though a bomb had burst under his chair.	true	317.24	322.51	22.874233
3764_168670_000026_000000	"You!"	"You!"	true	322.82	323.62	24.414742
3764_168670_000027_000000	"Why not?"	"Why not?"	true	324.08	325.15	21.329256
3764_168670_000028_000000	Jean Valjean gave way to one of those rare smiles which lighted up his face like a flash from heaven in the winter.	Jean Valjean gave way to one of those rare smiles which lighted up his face like a flash from heaven in the winter.	false	325.67	331.78	20.296093
3764_168670_000029_000000	"You know, Fauchelevent, what you have said: 'Mother Crucifixion is dead.' and I add: 'and Father Madeleine is buried.'"	"You know, Fauchelevent, what you have said: 'Mother Crucifixion is dead.' and I add: 'and Father Madeleine is buried.'"	false	332.42	339.76	21.780296
3764_168670_000030_000000	"Ah! good, you can laugh, you are not speaking seriously."	"Ah! good, you can laugh, you are not speaking seriously."	true	340.58	344.28	21.324259
3764_168670_000031_000000	"Very seriously, I must get out of this place."	"Very seriously, I must get out of this place."	true	344.28	347.34	20
3764_168670_000032_000000	"Certainly."	"Certainly."	false	347.34	348.21	17.698074
3764_168670_000033_000000	"l have told you to find a basket, and a cover for me also."	"l have told you to find a basket, and a cover for me also."	false	348.21	352.77	20.606848
3764_168670_000034_000000	"Well?"	"Well?"	true	352.77	353.38	22.299969
3764_168670_000035_000000	"The basket will be of pine, and the cover a black cloth."	"The basket will be of pine, and the cover a black cloth."	true	353.54	357.58	22.540709
3764_168670_000036_000000	"In the first place, it will be a white cloth.	"In the first place, it will be a white cloth.	true	358.13	360.195	20.501856
3764_168670_000036_000001	Nuns are buried in white."	Nuns are buried in white."	true	360.195	361.63	22.929276
3764_168670_000037_000000	"Let it be a white cloth, then."	"Let it be a white cloth, then."	true	362.3	364.12	23.491503
3764_168670_000038_000000	"You are not like other men, Father Madeleine."	"You are not like other men, Father Madeleine."	true	365.15	367.93	23.105406
3764_168670_000039_000000	To behold such devices, which are nothing else than the savage and daring inventions of the galleys, spring forth from the peaceable things which surrounded him, and mingle with what he called the "petty course of life in the convent," caused Fauchelevent as much amazement as a gull fishing in the gutter of the Rue Saint-Denis would inspire in a passer-by.	To behold such devices, which are nothing else than the savage and daring inventions of the galleys, spring forth from the peaceable things which surrounded him, and mingle with what he called the "petty course of life in the convent," caused Fauchelevent as much amazement as a gull fishing in the gutter of the Rue Saint Denis would inspire in a passer by.	false	368.96	389.71	21.304455
3764_168670_000040_000000	Jean Valjean went on:--	Jean Valjean went on:--	false	390.53	391.9	19.997042
3764_168670_000041_000000	"The problem is to get out of here without being seen.	"The problem is to get out of here without being seen.	true	392.6	396.16	23.443811
3764_168670_000041_000001	This offers the means.	This offers the means.	true	396.62	398.19	22.754684
3764_168670_000041_000002	But give me some information, in the first place.	But give me some information, in the first place.	false	398.19	400.84	21.274769
3764_168670_000041_000003	How is it managed?	How is it managed?	true	400.85	401.985	21.088606
3764_168670_000041_000004	Where is this coffin?"	Where is this coffin?"	true	401.985	403.12	25.067772
3764_168670_000042_000000	"The empty one?"	"The empty one?"	true	403.76	404.95	17.212063
3764_168670_000043_000000	"Yes."	"Yes."	true	405.23	405.91	20.990759
3764_168670_000044_000000	"Down stairs, in what is called the dead-room.	"Down stairs, in what is called the dead room.	false	406.43	408.975	19.593203
3764_168670_000044_000001	It stands on two trestles, under the pall."	It stands on two trestles, under the pall."	true	408.975	411.55	19.648972
3764_168670_000045_000000	"How long is the coffin?"	"How long is the coffin?"	true	412.01	413.5	22.885729
3764_168670_000046_000000	"Six feet."	"Six feet."	true	413.93	415	20.511276
3764_168670_000047_000000	"What is this dead-room?"	"What is this dead room?"	true	415.64	417.07	21.225176
3764_168670_000048_000000	"It is a chamber on the ground floor which has a grated window opening on the garden, which is closed on the outside by a shutter, and two doors; one leads into the convent, the other into the church."	"It is a chamber on the ground floor which has a grated window opening on the garden, which is closed on the outside by a shutter, and two doors; one leads into the convent, the other into the church."	true	417.41	428.8	22.025154
3764_168670_000049_000000	"What church?"	"What church?"	true	429.14	430.24	19.515755
3764_168670_000050_000000	"The church in the street, the church which any one can enter."	"The church in the street, the church which any one can enter."	true	431.06	434.5	21
3764_168670_000051_000000	"Have you the keys to those two doors?"	"Have you the keys to those two doors?"	true	435.29	437.2	20.99045
3764_168670_000052_000000	"No; I have the key to the door which communicates with the convent; the porter has the key to the door which communicates with the church."	"No; I have the key to the door which communicates with the convent; the porter has the key to the door which communicates with the church."	true	438.32	445.84	21.963007
3764_168670_000053_000000	"When does the porter open that door?"	"When does the porter open that door?"	true	446.66	448.54	22.941353
3764_168670_000054_000000	"Only to allow the undertaker's men to enter, when they come to get the coffin.	"Only to allow the undertaker's men to enter, when they come to get the coffin.	true	449.3	452.89	18
3764_168670_000054_000001	When the coffin has been taken out, the door is closed again."	When the coffin has been taken out, the door is closed again."	true	453.2	456.67	21.55674
3764_168670_000055_000000	"Who nails up the coffin?"	"Who nails up the coffin?"	true	457.55	458.98	20.37998
3764_168670_000056_000000	"I do."	"I do."	true	459.11	459.94	20.838326
3764_168670_000057_000000	"Who spreads the pall over it?"	"Who spreads the pall over it?"	true	460.25	461.89	23.112246
3764_168670_000058_000000	"I do."	"I do."	true	462.08	462.76	25.40891
3764_168670_000059_000000	"Are you alone?"	"Are you alone?"	true	463.37	464.38	22.572023
3764_168670_000060_000000	"Not another man, except the police doctor, can enter the dead-room. That is even written on the wall."	"Not another man, except the police doctor, can enter the dead room. That is even written on the wall."	true	464.81	470.53	22.53178
