3005_163391_000001_000000	NEXT day, towards night, we laid up under a little willow towhead out in the middle, where there was a village on each side of the river, and the duke and the king begun to lay out a plan for working them towns.	NEXT day, towards night, we laid up under a little willow towhead out in the middle, where there was a village on each side of the river, and the duke and the king begun to lay out a plan for working them towns.
3005_163391_000001_000001	Jim he spoke to the duke, and said he hoped it wouldn't take but a few hours, because it got mighty heavy and tiresome to him when he had to lay all day in the wigwam tied with the rope.	Jim he spoke to the duke, and said he hoped it wouldn't take but a few hours, because it got mighty heavy and tiresome to him when he had to lay all day in the wigwam tied with the rope.
3005_163391_000002_000003	Then the duke took and wrote out a sign on a shingle so:	Then the duke took and wrote out a sign on a shingle so:
3005_163391_000004_000001	Jim was satisfied.	Jim was satisfied.
3005_163391_000004_000002	He said it was a sight better than lying tied a couple of years every day, and trembling all over every time there was a sound.	He said it was a sight better than lying tied a couple of years every day, and trembling all over every time there was a sound.
3005_163391_000004_000003	The duke told him to make himself free and easy, and if anybody ever come meddling around, he must hop out of the wigwam, and carry on a little, and fetch a howl or two like a wild beast, and he reckoned they would light out and leave him alone. Which was sound enough judgment; but you take the average man, and he wouldn't wait for him to howl.	The duke told him to make himself free and easy, and if anybody ever come meddling around, he must hop out of the wigwam, and carry on a little, and fetch a howl or two like a wild beast, and he reckoned they would light out and leave him alone. Which was sound enough judgment; but you take the average man, and he wouldn't wait for him to howl.
3005_163391_000004_000004	Why, he didn't only look like he was dead, he looked considerable more than that.	Why, he didn't only look like he was dead, he looked considerable more than that.
3005_163391_000005_000000	These rapscallions wanted to try the Nonesuch again, because there was so much money in it, but they judged it wouldn't be safe, because maybe the news might a worked along down by this time.	These rapscallions wanted to try the Nonesuch again, because there was so much money in it, but they judged it wouldn't be safe, because maybe the news might a worked along down by this time.
3005_163391_000005_000003	I done it, of course.	I done it, of course.
3005_163391_000005_000004	The king's duds was all black, and he did look real swell and starchy.	The king's duds was all black, and he did look real swell and starchy.
3005_163391_000005_000005	I never knowed how clothes could change a body before.	I never knowed how clothes could change a body before.
3005_163391_000005_000007	Jim cleaned up the canoe, and I got my paddle ready.	Jim cleaned up the canoe, and I got my paddle ready.
3005_163391_000006_000001	Go for the steamboat, Huckleberry; we'll come down to the village on her."	Go for the steamboat, Huckleberry; we'll come down to the village on her."
3005_163391_000008_000000	"Run her nose in shore," says the king.	"Run her nose in shore," says the king.
3005_163391_000008_000001	I done it.	I done it.
3005_163391_000009_000000	"For the steamboat; going to Orleans."	"For the steamboat; going to Orleans."
3005_163391_000010_000000	"Git aboard," says the king.	"Git aboard," says the king.
3005_163391_000010_000002	Jump out and he'p the gentleman, Adolphus"meaning me, I see.	Jump out and he'p the gentleman, Adolphus"  meaning me, I see.
3005_163391_000011_000000	I done so, and then we all three started on again.	I done so, and then we all three started on again.
3005_163391_000011_000002	The young fellow says:	The young fellow says:
3005_163391_000014_000001	Peter and George were the only ones that come out here; George was the married brother; him and his wife both died last year.	peter and George were the only ones that come out here; George was the married brother; him and his wife both died last year.
3005_163391_000014_000002	Harvey and William's the only ones that's left now; and, as I was saying, they haven't got here in time."	Harvey and William's the only ones that's left now; and, as I was saying, they haven't got here in time."
3005_163391_000015_000000	"Did anybody send 'em word?"	"Did anybody send 'em word?"
3005_163391_000016_000002	He most desperately wanted to see Harveyand William, too, for that matterbecause he was one of them kind that can't bear to make a will.	He most desperately wanted to see Harvey  and William, too, for that matter  because he was one of them kind that can't bear to make a will.
3005_163391_000016_000004	And that letter was all they could get him to put a pen to."	And that letter was all they could get him to put a pen to."
3005_163391_000018_000000	"Oh, he lives in EnglandSheffieldpreaches therehasn't ever been in this country.	"Oh, he lives in England  Sheffield  preaches there  hasn't ever been in this country.
3005_163391_000019_000000	"Too bad, too bad he couldn't a lived to see his brothers, poor soul. You going to Orleans, you say?"	"Too bad, too bad he couldn't a lived to see his brothers, poor soul. You going to Orleans, you say?"
3005_163391_000020_000000	"Yes, but that ain't only a part of it.	"Yes, but that ain't only a part of it.
3005_163391_000021_000000	"It's a pretty long journey.	"It's a pretty long journey.
3005_163391_000021_000001	But it'll be lovely; wisht I was a-going. Is Mary Jane the oldest?	But it'll be lovely; wisht I was a going. Is Mary Jane the oldest?
3005_163391_000021_000002	How old is the others?"	How old is the others?"
3005_163391_000022_000000	"Mary Jane's nineteen, Susan's fifteen, and Joanna's about fourteenthat's the one that gives herself to good works and has a hare-lip."	"Mary Jane's nineteen, Susan's fifteen, and Joanna's about fourteen  that's the one that gives herself to good works and has a hare lip."
3005_163391_000023_000000	"Poor things! to be left alone in the cold world so."	"Poor things! to be left alone in the cold world so."
3005_163391_000024_000000	"Well, they could be worse off.	"Well, they could be worse off.
3005_163391_000025_000000	Well, the old man went on asking questions till he just fairly emptied that young fellow.	Well, the old man went on asking questions till he just fairly emptied that young fellow.
3005_163391_000025_000001	Blamed if he didn't inquire about everybody and everything in that blessed town, and all about the Wilkses; and about Peter's businesswhich was a tanner; and about George'swhich was a carpenter; and about Harvey'swhich was a dissentering minister; and so on, and so on.	Blamed if he didn't inquire about everybody and everything in that blessed town, and all about the Wilkses; and about Peter's business  which was a tanner; and about George's  which was a carpenter; and about Harvey's  which was a dissentering minister; and so on, and so on.
3005_163391_000025_000002	Then he says:	Then he says:
3005_163391_000026_000000	"What did you want to walk all the way up to the steamboat for?"	"What did you want to walk all the way up to the steamboat for?"
3005_163391_000027_000000	"Because she's a big Orleans boat, and I was afeard she mightn't stop there.	"Because she's a big Orleans boat, and I was afeard she mightn't stop there.
3005_163391_000027_000001	When they're deep they won't stop for a hail.	When they're deep they won't stop for a hail.
3005_163391_000027_000002	A Cincinnati boat will, but this is a St. Louis one."	A Cincinnati boat will, but this is a saint Louis one."
3005_163391_000028_000000	"Was Peter Wilks well off?"	"Was peter Wilks well off?"
3005_163391_000029_000000	"Oh, yes, pretty well off.	"Oh, yes, pretty well off.
3005_163391_000029_000001	He had houses and land, and it's reckoned he left three or four thousand in cash hid up som'ers."	He had houses and land, and it's reckoned he left three or four thousand in cash hid up som'ers."
3005_163391_000030_000000	"When did you say he died?"	"When did you say he died?"
3005_163391_000032_000000	"Funeral to-morrow, likely?"	"Funeral to morrow, likely?"
3005_163391_000034_000000	"Well, it's all terrible sad; but we've all got to go, one time or another.	"Well, it's all terrible sad; but we've all got to go, one time or another.
3005_163391_000035_000000	"Yes, sir, it's the best way.	"Yes, sir, it's the best way.
