6432_63722_000000_000000	"That's all right, Shag.	"That's all right, Shag.	true	52.965	54.37	27.437159
6432_63722_000000_000001	You do as I tell you.	You do as I tell you.	true	54.38	55.75	24.719543
6432_63722_000000_000002	I'm going off fishing. I may not catch anything--I may not want to after I get there.	I'm going off fishing. I may not catch anything-I may not want to after I get there.	false	56	61.21	25.495462
6432_63722_000000_000003	But for a quiet place to think, give me a fishing excursion every time!	But for a quiet place to think, give me a fishing excursion every time!	true	61.31	65.98	27.665382
6432_63722_000000_000004	And I've got to do some tall thinking now.	And I've got to do some tall thinking now.	true	66.08	68.38	26.200941
6432_63722_000000_000005	Get ready, Shag!"	Get ready, Shag!"	true	68.84	70.12	22.81083
6432_63722_000001_000000	"Yes, sah, Colonel!"	"Yes, s a h, Colonel!"	false	70.31	72.12	26.24264
6432_63722_000002_000000	And, having put himself in a fair way, as he hoped, to solve some of the problems connected with the Darcy case, Colonel Ashley went down to police headquarters to learn more facts in connection with the murder of the East Indian.	And, having put himself in a fair way, as he hoped, to solve some of the problems connected with the Darcy case, Colonel Ashley went down to police headquarters to learn more facts in connection with the murder of the East Indian.	false	72.12	85.51	23.105253
6432_63722_000003_000000	Carroll and Thong were there, and if they did not exactly welcome the colonel as a kindred spirit they at least accorded him the respect due a fellow craftsman in the peculiar line where talent may be found most unexpectedly.	Carroll and Thong were there, and if they did not exactly welcome the colonel as a kindred spirit they at least accorded him the respect due a fellow craftsman in the peculiar line where talent may be found most unexpectedly.	true	85.76	99.28	25.622038
6432_63722_000003_000001	And Carroll and Thong who, with other headquarters men, now knew the colonel's identity, were not above learning a trick or two, even if they had to take them from the book of their rival.	And Carroll and Thong who, with other headquarters men, now knew the colonel's identity, were not above learning a trick or two, even if they had to take them from the book of their rival.	false	99.83	109.98	23.194002
6432_63722_000003_000002	For they recognized that the colonel would be against them and the prosecutor's detectives when it came to the trial of James Darcy.	For they recognized that the colonel would be against them and the prosecutor's detectives when it came to the trial of james Darcy.	true	109.98	116.74	23
6432_63722_000004_000000	"Well, boys, what's this I hear about another murder?" asked Colonel Ashley when he had passed over some of his cigars, the flavor of which the two headquarters men had been longing to taste again.	"Well, boys, what's this I hear about another murder?" asked Colonel Ashley when he had passed over some of his cigars, the flavor of which the two headquarters men had been longing to taste again.	false	116.84	128.34	19.865274
6432_63722_000005_000000	"Some Dago had his head busted in," remarked Thong.	"Some Dago had his head busted in," remarked Thong.	true	128.34	131.955	20.654196
6432_63722_000005_000001	"It isn't our case, so we don't know much about it."	"It isn't our case, so we don't know much about it."	true	131.955	135.03	24.489395
6432_63722_000006_000000	"No?	"No?	false	135.03	136.74	31.050156
6432_63722_000006_000001	Who has it?"	Who has it?"	true	136.74	137.62	25.353052
6432_63722_000007_000000	"Pinkus and Donovan; haven't they, Carroll?"	"Pinkus and Donovan; haven't they, Carroll?"	true	138.02	140.14	21.01603
6432_63722_000008_000000	"Yep." Carroll was too much engaged in watching the blue smoke curl lazily upward from his cigar just then to say more.	"Yep." Carroll was too much engaged in watching the blue smoke curl lazily upward from his cigar just then to say more.	true	140.21	147.85	22.757828
6432_63722_000009_000000	"Like to talk with 'em about it?" went on Thong, in friendlier tones.	"Like to talk with 'em about it?" went on Thong, in friendlier tones.	false	148.25	152.23	27.028973
6432_63722_000010_000000	"If they're here, yes."	"If they're here, yes."	true	152.54	154	23.50979
6432_63722_000011_000000	"I think they just came in," said Thong, bringing his feet down with a bang from the table on which he had had them elevated.	"I think they just came in," said Thong, bringing his feet down with a bang from the table on which he had had them elevated.	false	154.28	161.05	23.450264
6432_63722_000011_000001	"Are you going to work on that case, Colonel?"	"Are you going to work on that case, Colonel?"	true	161.54	163.66	30.270086
6432_63722_000012_000000	"Oh, no. I was just interested, as Singa Phut was one concerned in Mrs. Darcy's murder."	"Oh, no I was just interested, as Singa Phut was one concerned in mrs Darcy's murder."	true	164.03	169.99	23.576931
6432_63722_000013_000000	"But he hadn't any more to do with it, Colonel, than that cat!" and Carroll pointed to the headquarters cat which was sleeping near a radiator, for the day had turned cold and steam was on in the place.	"But he hadn't any more to do with it, Colonel, than that cat!" and Carroll pointed to the headquarters cat which was sleeping near a radiator, for the day had turned cold and steam was on in the place.	false	170.12	181.27	24.0136
6432_63722_000014_000000	"Perhaps not," admitted Colonel Ashley.	"Perhaps not," admitted Colonel Ashley.	true	181.43	183.94	25.455837
6432_63722_000014_000001	"But there are some peculiar coincidences and, if you don't mind, I'd like to see what I can find out about them."	"But there are some peculiar coincidences and, if you don't mind, I'd like to see what I can find out about them."	true	184.13	190.06	28.24901
6432_63722_000015_000000	"Go as far as you like, Colonel," returned Thong, needlessly generous. "We've got our man, and that's all we want.	"Go as far as you like, Colonel," returned Thong, needlessly generous. "We've got our man, and that's all we want.	true	190.43	197.74	26.510044
6432_63722_000015_000001	The other isn't our case. Oh, Donovan!" he called, as he saw a fellow sleuth passing through an outer room.	The other isn't our case. Oh, Donovan!" he called, as he saw a fellow sleuth passing through an outer room.	false	198.14	204.585	21.260826
6432_63722_000015_000002	"Here's some one to see you," and the presentation was quickly and informally made.	"Here's some one to see you," and the presentation was quickly and informally made.	true	204.585	209.295	21.56255
6432_63722_000015_000003	The two men had seen each other before, but had not spoken.	The two men had seen each other before, but had not spoken.	true	209.295	212.95	24.449287
6432_63722_000016_000000	"Glad to know you, Colonel Ashley," said Donovan.	"Glad to know you, Colonel Ashley," said Donovan.	true	213.14	215.59	15
6432_63722_000016_000001	"I've read a lot about you.	"I've read a lot about you.	true	215.78	217.39	23.739918
6432_63722_000016_000002	You're on the Darcy case, they tell me."	You're on the Darcy case, they tell me."	true	217.4	219.49	22.854322
6432_63722_000017_000000	"In a way, yes.	"In a way, yes.	true	219.74	221.02	20.808266
6432_63722_000017_000001	I'm working in the interests of the young man.	I'm working in the interests of the young man.	true	221.36	223.6	21
