1688_142285_000000_000000	'Margaret!' said Mr. Hale, as he returned from showing his guest downstairs; 'I could not help watching your face with some anxiety, when Mr. Thornton made his confession of having been a shop-boy.	'Margaret!' said mr Hale, as he returned from showing his guest downstairs; 'I could not help watching your face with some anxiety, when mr Thornton made his confession of having been a shop boy.	true	48.3	60.55	12
1688_142285_000000_000001	I knew it all along from Mr. Bell; so I was aware of what was coming; but I half expected to see you get up and leave the room.'	I knew it all along from mr Bell; so I was aware of what was coming; but I half expected to see you get up and leave the room.'	true	60.83	69.72	5
1688_142285_000001_000000	'Oh, papa! you don't mean that you thought me so silly?	'Oh, papa! you don't mean that you thought me so silly?	false	69.72	73.63	13
1688_142285_000001_000001	I really liked that account of himself better than anything else he said.	I really liked that account of himself better than anything else he said.	true	75.62	80.08	12
1688_142285_000001_000002	Everything else revolted me, from its hardness; but he spoke about himself so simply--with so little of the pretence that makes the vulgarity of shop-people, and with such tender respect for his mother, that I was less likely to leave the room then than when he was boasting about Milton, as if there was not such another place in the world; or quietly professing to despise people for careless, wasteful improvidence, without ever seeming to think it his duty to try to make them different,--to give them anything of the training which his mother gave him, and to which he evidently owes his position, whatever that may be. No! his statement of having been a shop-boy was the thing I liked best of all.'	Everything else revolted me, from its hardness; but he spoke about himself so simply-with so little of the pretence that makes the vulgarity of shop people, and with such tender respect for his mother, that I was less likely to leave the room then than when he was boasting about Milton, as if there was not such another place in the world; or quietly professing to despise people for careless, wasteful improvidence, without ever seeming to think it his duty to try to make them different,--to give them anything of the training which his mother gave him, and to which he evidently owes his position, whatever that may be. No! his statement of having been a shop boy was the thing I liked best of all.'	false	80.99	128.08	12
1688_142285_000002_000000	'I am surprised at you, Margaret,' said her mother.	'I am surprised at you, Margaret,' said her mother.	true	129.2	131.89	6
1688_142285_000002_000001	'You who were always accusing people of being shoppy at Helstone!	'You who were always accusing people of being shoppy at Helstone!	false	132.62	136.12	10
1688_142285_000002_000002	I don't think, Mr. Hale, you have done quite right in introducing such a person to us without telling us what he had been.	I don't think, mr Hale, you have done quite right in introducing such a person to us without telling us what he had been.	true	137.15	144.64	10
1688_142285_000002_000003	I really was very much afraid of showing him how much shocked I was at some parts of what he said.	I really was very much afraid of showing him how much shocked I was at some parts of what he said.	true	145.82	152.38	13
1688_142285_000002_000004	His father "dying in miserable circumstances." Why it might have been in the workhouse.'	His father "dying in miserable circumstances." Why it might have been in the workhouse.'	true	152.78	159.75	12
1688_142285_000003_000000	'I am not sure if it was not worse than being in the workhouse,' replied her husband.	'I am not sure if it was not worse than being in the workhouse,' replied her husband.	false	159.75	165.85	11
1688_142285_000003_000001	'I heard a good deal of his previous life from Mr. Bell before we came here; and as he has told you a part, I will fill up what he left out.	'I heard a good deal of his previous life from mr Bell before we came here; and as he has told you a part, I will fill up what he left out.	false	166.97	177.22	12
1688_142285_000003_000002	His father speculated wildly, failed, and then killed himself, because he could not bear the disgrace.	His father speculated wildly, failed, and then killed himself, because he could not bear the disgrace.	true	177.95	184.81	13
