6128_63241_000002_000000	Whether much or little consideration had been directed to the result, Miss Chancellor certainly would not have incurred this reproach.	Whether much or little consideration had been directed to the result, Miss Chancellor certainly would not have incurred this reproach.
6128_63241_000002_000001	She was habited in a plain dark dress, without any ornaments, and her smooth, colourless hair was confined as carefully as that of her sister was encouraged to stray.	She was habited in a plain dark dress, without any ornaments, and her smooth, colourless hair was confined as carefully as that of her sister was encouraged to stray.
6128_63241_000002_000003	The young man was therefore free to look at her; a contemplation which showed him that she was agitated and trying to conceal it.	The young man was therefore free to look at her; a contemplation which showed him that she was agitated and trying to conceal it.
6128_63241_000002_000004	He wondered why she was agitated, not foreseeing that he was destined to discover, later, that her nature was like a skiff in a stormy sea.	He wondered why she was agitated, not foreseeing that he was destined to discover, later, that her nature was like a skiff in a stormy sea.
6128_63241_000002_000006	Miss Olive Chancellor, it may be confided to the reader, to whom in the course of our history I shall be under the necessity of imparting much occult information, was subject to fits of tragic shyness, during which she was unable to meet even her own eyes in the mirror.	Miss Olive Chancellor, it may be confided to the reader, to whom in the course of our history I shall be under the necessity of imparting much occult information, was subject to fits of tragic shyness, during which she was unable to meet even her own eyes in the mirror.
6128_63241_000002_000007	One of these fits had suddenly seized her now, without any obvious cause, though, indeed, Mrs. Luna had made it worse by becoming instantly so personal.	One of these fits had suddenly seized her now, without any obvious cause, though, indeed, mrs Luna had made it worse by becoming instantly so personal.
6128_63241_000002_000008	There was nothing in the world so personal as Mrs. Luna; her sister could have hated her for it if she had not forbidden herself this emotion as directed to individuals.	There was nothing in the world so personal as mrs Luna; her sister could have hated her for it if she had not forbidden herself this emotion as directed to individuals.
6128_63241_000002_000010	He was on his guard against generalisations which might be hasty; but he had arrived at two or three that were of value to a gentleman lately admitted to the New York bar and looking out for clients.	He was on his guard against generalisations which might be hasty; but he had arrived at two or three that were of value to a gentleman lately admitted to the New York bar and looking out for clients.
6128_63241_000002_000011	One of them was to the effect that the simplest division it is possible to make of the human race is into the people who take things hard and the people who take them easy.	One of them was to the effect that the simplest division it is possible to make of the human race is into the people who take things hard and the people who take them easy.
6128_63241_000002_000012	He perceived very quickly that Miss Chancellor belonged to the former class.	He perceived very quickly that Miss Chancellor belonged to the former class.
6128_63241_000002_000013	This was written so intensely in her delicate face that he felt an unformulated pity for her before they had exchanged twenty words.	This was written so intensely in her delicate face that he felt an unformulated pity for her before they had exchanged twenty words.
6128_63241_000002_000015	But this pale girl, with her light-green eyes, her pointed features and nervous manner, was visibly morbid; it was as plain as day that she was morbid.	But this pale girl, with her light green eyes, her pointed features and nervous manner, was visibly morbid; it was as plain as day that she was morbid.
