6938_70848_000002_000001	In the morning we woke to window-ledges heaped white, and snowflakes falling so whirling thick that it was impossible to see ten feet ahead.	In the morning we woke to window ledges heaped white, and snowflakes falling so whirling thick that it was impossible to see ten feet ahead.
6938_70848_000002_000004	In spite of Revolution, all Russia plunging dizzily into the unknown and terrible future, joy swept the city with the coming of the snow.	In spite of Revolution, all Russia plunging dizzily into the unknown and terrible future, joy swept the city with the coming of the snow.
6938_70848_000003_000000	Even the sun came out, pale and watery, at noon.	Even the sun came out, pale and watery, at noon.
6938_70848_000003_000002	The life of the city grew gay, and the very Revolution ran swifter....	The life of the city grew gay, and the very Revolution ran swifter....
6938_70848_000004_000003	Right away!"	Right away!"
6938_70848_000006_000000	"You are no better than murderers!" he cried.	"You are no better than murderers!" he cried.
6938_70848_000006_000001	"Shooting down your Russian brothers on the streets!"	"Shooting down your Russian brothers on the streets!"
6938_70848_000010_000000	The captain shouted at the top of his voice.	The captain shouted at the top of his voice.
6938_70848_000010_000002	You should remain neutral!	You should remain neutral!
6938_70848_000010_000003	Who are you to destroy the legal Government?	Who are you to destroy the legal Government?
6938_70848_000010_000005	A German--"	A German-"
6938_70848_000011_000000	"Who are you?	"Who are you?
6938_70848_000012_000001	"All right!" said he.	"All right!" said he.
6938_70848_000012_000002	"You call yourselves the people of Russia.	"You call yourselves the people of Russia.
6938_70848_000012_000005	Wait until the peasants--"	Wait until the peasants-"
6938_70848_000013_000000	"Yes," they cried, "wait until the peasants speak.	"Yes," they cried, "wait until the peasants speak.
6938_70848_000013_000002	Aren't they workingmen like ourselves?"	Aren't they workingmen like ourselves?"
6938_70848_000014_000001	While the peasants had been politically backward, still they had their own peculiar ideas, and they constituted more than eighty per cent of the people of Russia.	While the peasants had been politically backward, still they had their own peculiar ideas, and they constituted more than eighty per cent of the people of Russia.
6938_70848_000017_000001	He must study the aspects of the agrarian problem in the province.	He must study the aspects of the agrarian problem in the province.
6938_70848_000019_000001	Who administers the confiscated land--the former proprietor, or the Land Committees?	Who administers the confiscated land-the former proprietor, or the Land Committees?
6938_70848_000020_000001	What has been done with the agricultural machinery and with the farm-animals?	What has been done with the agricultural machinery and with the farm animals?
6938_70848_000021_000001	Has the ground cultivated by the peasants been augmented?	Has the ground cultivated by the peasants been augmented?
6938_70848_000022_000001	How much and in what respect does the amount of land now under cultivation differ from the amount fixed by the Government as an average minimum?	How much and in what respect does the amount of land now under cultivation differ from the amount fixed by the Government as an average minimum?
6938_70848_000025_000001	It is desirable that agricultural properties well appointed and well organised should be administered by Soviets composed of the regular employees of those properties, under the direction of competent agricultural scientists.	It is desirable that agricultural properties well appointed and well organised should be administered by Soviets composed of the regular employees of those properties, under the direction of competent agricultural scientists.
6938_70848_000029_000000	The great hall was jammed with people and shaken with continual clamour; deep, stubborn bitterness divided the delegates into angry groups.	The great hall was jammed with people and shaken with continual clamour; deep, stubborn bitterness divided the delegates into angry groups.
6938_70848_000029_000003	The galleries were thronged with workers--who, in Russia, still remember their peasant origin....	The galleries were thronged with workers-who, in Russia, still remember their peasant origin....
6938_70848_000031_000001	Whereupon the old Executive Committee left the hall....	Whereupon the old Executive Committee left the hall....
6938_70848_000035_000003	We don't recognise your Government!"	We don't recognise your Government!"
6938_70848_000036_000001	Finally, except for the right side of the hall, the demonstration wore itself out somewhat.	Finally, except for the right side of the hall, the demonstration wore itself out somewhat.
6938_70848_000038_000000	"However," he went on, in an unmoved voice, "nobody will deny that the present Government of Russia has been formed by the Bolshevik party--" he had to wait a moment, "so that for all purposes it is the same thing...." Here the right benches broke into deafening clamour, but the centre and left were curious, and compelled silence.	"However," he went on, in an unmoved voice, "nobody will deny that the present Government of Russia has been formed by the Bolshevik party-" he had to wait a moment, "so that for all purposes it is the same thing...." Here the right benches broke into deafening clamour, but the centre and left were curious, and compelled silence.
6938_70848_000039_000000	Lenin's argument was simple.	Lenin's argument was simple.
6938_70848_000039_000004	Are you going to allow the ranks of the proletariat to be divided?	Are you going to allow the ranks of the proletariat to be divided?
6938_70848_000041_000001	Anybody who attempts to destroy the Soviets is guilty of an anti-democratic and counter-revolutionary act.	Anybody who attempts to destroy the Soviets is guilty of an anti democratic and counter revolutionary act.
