3080_5040_000000_000003	I told them I knew no remedy but leaving me behind next time, and could have told them that my looks were suitable to my fortune, though not to a feast.	I told them I knew no remedy but leaving me behind next time, and could have told them that my looks were suitable to my fortune, though not to a feast.
3080_5040_000000_000005	I am got into my complaining humour that tires myself as well as everybody else, and which (as you observe) helps not at all.	I am got into my complaining humour that tires myself as well as everybody else, and which (as you observe) helps not at all.
3080_5040_000000_000006	Would it would leave me, and then I could believe I shall not always have occasion for it.	Would it would leave me, and then I could believe I shall not always have occasion for it.
3080_5040_000000_000007	But that's in nobody's power, and my Lady Talmash, that says she can do whatsoever she will, cannot believe whatsoever she pleases.	But that's in nobody's power, and my Lady Talmash, that says she can do whatsoever she will, cannot believe whatsoever she pleases.
3080_5040_000000_000010	You have no such ladies in Ireland?	You have no such ladies in Ireland?
3080_5040_000001_000001	Is it true?	Is it true?
3080_5040_000001_000003	The less one knows of State affairs I find it is the better.	The less one knows of State affairs I find it is the better.
3080_5040_000001_000004	My poor Lady Vavasour is carried to the Tower, and her great belly could not excuse her, because she was acquainted by somebody that there was a plot against the Protector, and did not discover it.	My poor Lady Vavasour is carried to the Tower, and her great belly could not excuse her, because she was acquainted by somebody that there was a plot against the Protector, and did not discover it.
3080_5040_000001_000006	I wonder how she behaved herself when she was married.	I wonder how she behaved herself when she was married.
3080_5040_000001_000008	He came down into the country where she was upon a visit, and one morning married her.	He came down into the country where she was upon a visit, and one morning married her.
3080_5040_000002_000001	Do not take it ill, for I would endure it if I could, rather than fail; but in earnest I do not think it were possible for me.	Do not take it ill, for I would endure it if I could, rather than fail; but in earnest I do not think it were possible for me.
3080_5040_000002_000004	I know not how he may be prejudiced as to the business, but he is not deaf to reason when 'tis civilly delivered, and is as easily gained with compliance and good usage as anybody I know, but by no other way.	I know not how he may be prejudiced as to the business, but he is not deaf to reason when 'tis civilly delivered, and is as easily gained with compliance and good usage as anybody I know, but by no other way.
3080_5040_000003_000000	I make it a case of conscience to discover my faults to you as fast as I know them, that you may consider what you have to do.	I make it a case of conscience to discover my faults to you as fast as I know them, that you may consider what you have to do.
3080_5040_000003_000001	My aunt told me no longer agone than yesterday that I was the most wilful woman that ever she knew, and had an obstinacy of spirit nothing could overcome.	My aunt told me no longer agone than yesterday that I was the most wilful woman that ever she knew, and had an obstinacy of spirit nothing could overcome.
3080_5040_000003_000002	Take heed! you see I give you fair warning.	Take heed! you see I give you fair warning.
3080_5040_000005_000000	Here are some verses of Cowley's.	Here are some verses of Cowley's.
3080_5040_000005_000001	Tell me how you like them.	Tell me how you like them.
3080_5040_000009_000000	I told you in my last that my Suffolk journey was laid aside, and that into Kent hastened.	I told you in my last that my Suffolk journey was laid aside, and that into Kent hastened.
3080_5040_000009_000001	I am beginning it to-day; and have chosen to go as far as Gravesend by water, though it be very gloomy weather.	I am beginning it to day; and have chosen to go as far as Gravesend by water, though it be very gloomy weather.
3080_5040_000009_000002	If I drown by the way, this will be my last letter; and, like a will, I bequeath all my kindness to you in it, with a charge never to bestow it all upon another mistress, lest my ghost rise again and haunt you.	If I drown by the way, this will be my last letter; and, like a will, I bequeath all my kindness to you in it, with a charge never to bestow it all upon another mistress, lest my ghost rise again and haunt you.
3080_5040_000009_000005	Pray let me know whether your man leaves you, and how you stand inclined to him I offer you.	Pray let me know whether your man leaves you, and how you stand inclined to him I offer you.
3080_5040_000009_000006	Indeed, I like him extremely, and he is commended to me, by people that know him very well and are able to judge, for a most excellent servant, and faithful as possible.	Indeed, I like him extremely, and he is commended to me, by people that know him very well and are able to judge, for a most excellent servant, and faithful as possible.
3080_5040_000010_000000	My next shall make amends for this short one.	My next shall make amends for this short one.
3080_5040_000014_000000	Because you find fault with my other letters, this is like to be shorter than they; I did not intend it so though, I can assure you.	Because you find fault with my other letters, this is like to be shorter than they; I did not intend it so though, I can assure you.
