8131_117017_000001_000000	RECALL	RECALL
8131_117017_000002_000000	It was night outside, and the phosphor bulbs at the corners glowed dimly, giving him barely enough light by which to locate the way to the extemporized precinct house.	It was night outside, and the phosphor bulbs at the corners glowed dimly, giving him barely enough light by which to locate the way to the extemporized precinct house.
8131_117017_000002_000001	Bruce Gordon reached the outskirts of the miserable business section, noticing that a couple of the shops were still open.	Bruce Gordon reached the outskirts of the miserable business section, noticing that a couple of the shops were still open.
8131_117017_000002_000002	It had probably been years since any had dared risk it after the sun went down.	It had probably been years since any had dared risk it after the sun went down.
8131_117017_000002_000003	And the slow, doubtful respect on the faces of the citizens as they nodded to him was even more proof that Haley's system was working.	And the slow, doubtful respect on the faces of the citizens as they nodded to him was even more proof that Haley's system was working.
8131_117017_000002_000004	Gordon nodded to a couple, and they grinned faintly at him. Damn it, Mars could be cleaned up....	Gordon nodded to a couple, and they grinned faintly at him. Damn it, Mars could be cleaned up....
8131_117017_000003_000000	He grinned at himself, then something needled at his mind, until he swung back.	He grinned at himself, then something needled at his mind, until he swung back.
8131_117017_000004_000001	Gordon moved forward quickly, until he could make out the thin scar showing through the make-up over the man's eyes.	Gordon moved forward quickly, until he could make out the thin scar showing through the make-up over the man's eyes.
8131_117017_000004_000002	He'd been right--this was O'Neill, head of the Stonewall gang.	He'd been right-this was O'Neill, head of the Stonewall gang.
8131_117017_000005_000000	Gordon hit the signal switch, and the Marspeaker let out a shrill whistle.	Gordon hit the signal switch, and the Marspeaker let out a shrill whistle.
8131_117017_000005_000001	O'Neill had turned to run, and then seemed to think better of it.	O'Neill had turned to run, and then seemed to think better of it.
8131_117017_000005_000002	His hand darted down to his belt, just as Gordon reached him.	His hand darted down to his belt, just as Gordon reached him.
8131_117017_000006_000000	The heavy locust stick met the man's wrist before the weapon was half drawn--another gun!	The heavy locust stick met the man's wrist before the weapon was half drawn-another gun!
8131_117017_000006_000001	Guns suddenly seemed to be flourishing everywhere. The gun dropped from O'Neill's hand as the wrist snapped, and the Stonewall chief let out a high-pitched cry of pain.	Guns suddenly seemed to be flourishing everywhere. The gun dropped from O'Neill's hand as the wrist snapped, and the Stonewall chief let out a high pitched cry of pain.
8131_117017_000006_000002	Then another cop came around a corner at a run.	Then another cop came around a corner at a run.
8131_117017_000007_000000	"You can't do it to me!	"You can't do it to me!
8131_117017_000007_000001	I'm reformed; I'm going straight!	I'm reformed; I'm going straight!
8131_117017_000007_000002	You damned cops can't...." O'Neill was blubbering.	You damned cops can't...." O'Neill was blubbering.
8131_117017_000008_000000	The other cop had yanked out O'Neill's wallet, and now tossed it to Gordon.	The other cop had yanked out O'Neill's wallet, and now tossed it to Gordon.
8131_117017_000008_000002	The cops had been passing them on the hope of finding one of the leaders.	The cops had been passing them on the hope of finding one of the leaders.
