1998_29455_000000_000000	"Oh, come on," said Mr. Beale impatiently.	"Oh, come on," said mr Beale impatiently.	false	3.84	7.41	13
1998_29455_000000_000001	And they went in.	And they went in.	false	7.41	17.805	15
1998_29455_000001_000000	CHAPTER II	CHAPTER two	false	17.805	21.12	12
1998_29455_000002_000000	BURGLARS	BURGLARS	true	21.12	22.03	17
1998_29455_000003_000000	DICKIE fell asleep between clean, coarse sheets in a hard, narrow bed, for which fourpence had been paid.	DICKIE fell asleep between clean, coarse sheets in a hard, narrow bed, for which fourpence had been paid.	false	23.51	30.07	14
1998_29455_000004_000000	"Put yer clobber under yer bolster, likewise yer boots," was the last instruction of his new friend and "father."	"Put yer clobber under yer bolster, likewise yer boots," was the last instruction of his new friend and "father."	false	30.77	36.9	15
1998_29455_000005_000000	There had been a bath--or something equally cleansing--in a pail near a fire where ragged but agreeable people were cooking herrings, sausages, and other delicacies on little gridirons or pans that they unrolled from the strange bundles that were their luggage.	There had been a bath-or something equally cleansing-in a pail near a fire where ragged but agreeable people were cooking herrings, sausages, and other delicacies on little gridirons or pans that they unrolled from the strange bundles that were their luggage.	false	36.9	53.68	13
1998_29455_000005_000001	One man who had no gridiron cooked a piece of steak on the kitchen tongs.	One man who had no gridiron cooked a piece of steak on the kitchen tongs.	false	54.44	58.9	14
1998_29455_000005_000002	Dickie thought him very clever.	Dickie thought him very clever.	false	58.97	61.56	15
1998_29455_000005_000003	A very fat woman asked Dickie to toast a herring for her on a bit of wood; and when he had done it she gave him two green apples.	A very fat woman asked Dickie to toast a herring for her on a bit of wood; and when he had done it she gave him two green apples.	false	61.56	68.2	12
1998_29455_000006_000000	He laid in bed and heard jolly voices talking and singing in the kitchen below.	He laid in bed and heard jolly voices talking and singing in the kitchen below.	true	69.32	73.63	9
1998_29455_000006_000001	And he thought how pleasant it was to be a tramp, and what jolly fellows the tramps were; for it seemed that all these nice people were "on the road," and this place where the kitchen was, and the good company and the clean bed for fourpence, was a Tramps' Hotel--one of many that are scattered over the country and called "Common Lodging-Houses."	And he thought how pleasant it was to be a tramp, and what jolly fellows the tramps were; for it seemed that all these nice people were "on the road," and this place where the kitchen was, and the good company and the clean bed for fourpence, was a Tramps' Hotel-one of many that are scattered over the country and called "Common Lodging Houses."	false	74.15	94.66	12
1998_29455_000007_000000	The singing and laughing went on long after he had fallen asleep, and if, later in the evening, there were loud-voiced arguments, or quarrels even, Dickie did not hear them.	The singing and laughing went on long after he had fallen asleep, and if, later in the evening, there were loud voiced arguments, or quarrels even, Dickie did not hear them.	false	95.57	106.45	10
1998_29455_000008_000000	Next morning, quite early, they took the road.	Next morning, quite early, they took the road.	true	107.36	110.14	14
1998_29455_000008_000001	From some mysterious source Mr. Beale had obtained an old double perambulator, which must have been made, Dickie thought, for very fat twins, it was so broad and roomy.	From some mysterious source mr Beale had obtained an old double perambulator, which must have been made, Dickie thought, for very fat twins, it was so broad and roomy.	true	110.33	120.34	12
1998_29455_000008_000002	Artfully piled on the front part was all the furniture needed by travellers who mean to sleep every night at the Inn of the Silver Moon. (That is the inn where they have the beds with the green curtains.)	Artfully piled on the front part was all the furniture needed by travellers who mean to sleep every night at the Inn of the Silver Moon. (That is the inn where they have the beds with the green curtains.)	false	120.74	132.55	11
1998_29455_000009_000000	"What's all that there?" Dickie asked, pointing to the odd knobbly bundles of all sorts and shapes tied on to the perambulator's front.	"What's all that there?" Dickie asked, pointing to the odd knobbly bundles of all sorts and shapes tied on to the perambulator's front.	false	133.22	141.55	13
1998_29455_000010_000000	"All our truck what we'll want on the road," said Beale.	"All our truck what we'll want on the road," said Beale.	false	142.55	145.39	15
1998_29455_000011_000000	"And that pillowy bundle on the seat."	"And that pillowy bundle on the seat."	true	146.09	148.12	13
1998_29455_000012_000000	"That's our clothes.	"That's our clothes.	true	148.58	149.8	15.148187
1998_29455_000012_000001	I've bought you a little jacket to put on o' nights if it's cold or wet.	I've bought you a little jacket to put on o' nights if it's cold or wet.	false	150.02	153.87	15
1998_29455_000012_000002	An' when you want a lift--why, here's your carriage, and you can sit up 'ere and ride like the Lord Mayor, and I'll be yer horse; the bundles'll set on yer knee like a fat babby.	An' when you want a lift-why, here's your carriage, and you can sit up 'ere and ride like the Lord Mayor, and I'll be yer horse; the bundles'll set on yer knee like a fat babby.	false	153.87	164.62	15
