7975_280084_000000_000000	28.	twenty eight.	false	1.17	10.92	18.333956
7975_280084_000000_000001	THE NORTHFIELD RAID	THE NORTHFIELD RAID	true	10.92	11.98	20.458946
7975_280084_000001_000000	While Pitts and I were waiting for Bob and Chadwell we scouted about, going to Madelia and as far as the eastern part of Cotton-wood county, to familiarize ourselves with the country.	While Pitts and I were waiting for Bob and Chadwell we scouted about, going to Madelia and as far as the eastern part of Cotton wood county, to familiarize ourselves with the country.	true	12.77	22.48	19.690886
7975_280084_000001_000001	Finally, a few days later, the boys joined us, having bought their horses at Mankato.	Finally, a few days later, the boys joined us, having bought their horses at Mankato.	true	22.61	27.25	19.561224
7975_280084_000002_000000	We then divided into two parties and started for Northfield by somewhat different routes.	We then divided into two parties and started for Northfield by somewhat different routes.	true	27.53	31.93	21.137516
7975_280084_000002_000001	Monday night, Sept. 4, our party were at Le Sueur Center, and court being in session, we had to sleep on the floor.	Monday night, september fourth, our party were at Le Sueur Center, and court being in session, we had to sleep on the floor.	false	32.15	38.5	21.565456
7975_280084_000002_000002	The hotel was full of lawyers, and they, with the judge and other court attendants, had a high old time that night.	The hotel was full of lawyers, and they, with the judge and other court attendants, had a high old time that night.	true	38.87	44.41	17
7975_280084_000002_000003	Tuesday night we were at Cordova, a little village in Le Sueur county, and Wednesday night in Millersburg, eleven miles west of Northfield.	Tuesday night we were at Cordova, a little village in Le Sueur county, and Wednesday night in Millersburg, eleven miles west of Northfield.	true	44.69	52.75	18.980532
7975_280084_000002_000004	Bob and his party were then at Cannon City, to the south of Northfield.	Bob and his party were then at Cannon City, to the south of Northfield.	false	53.09	56.53	21.004301
7975_280084_000002_000005	We reunited Thursday morning, Sept. 7, a little outside Northfield, west of the Cannon river.	We reunited Thursday morning, september seventh, a little outside Northfield, west of the Cannon river.	true	56.6	62.38	21.186298
7975_280084_000003_000000	We took a trip into town that forenoon, and I looked over the bank.	We took a trip into town that forenoon, and I looked over the bank.	true	62.84	66.31	20.440598
7975_280084_000003_000001	We had dinner at various places and then returned to the camp.	We had dinner at various places and then returned to the camp.	true	66.32	69.25	18.643587
7975_280084_000003_000002	While we were planning the raid it was intended that I should be one of the party to go into the bank.	While we were planning the raid it was intended that I should be one of the party to go into the bank.	true	69.35	73.74	17
7975_280084_000003_000003	I urged on the boys that whatever happened we should not shoot any one.	I urged on the boys that whatever happened we should not shoot any one.	false	73.74	77.29	19
7975_280084_000004_000000	"What if they begin shooting at us?" some one suggested.	"What if they begin shooting at us?" some one suggested.	true	77.87	80.595	18.894089
7975_280084_000005_000000	"Well," said Bob, "if Cap is so particular about the shooting, suppose we let him stay outside and take his chances."	"Well," said Bob, "if Cap is so particular about the shooting, suppose we let him stay outside and take his chances."	true	80.595	86.59	19.208786
7975_280084_000006_000000	So at the last minute our plans were changed, and when we started for town Bob, Pitts and Howard went in front, the plan being for them to await us in the square and enter the bank when the second detachment came up with them.	So at the last minute our plans were changed, and when we started for town Bob, Pitts and Howard went in front, the plan being for them to await us in the square and enter the bank when the second detachment came up with them.	false	87.05	98.62	19.784315
7975_280084_000006_000001	Miller and I went second to stand guard at the bank, while the rest of the party were to wait at the bridge for the signal--a pistol shot--in the event they were needed.	Miller and I went second to stand guard at the bank, while the rest of the party were to wait at the bridge for the signal-a pistol shot-in the event they were needed.	false	98.84	115.27	19.77821
7975_280084_000006_000002	There were no saddle horses in evidence, and we calculated that we would have a considerable advantage.	There were no saddle horses in evidence, and we calculated that we would have a considerable advantage.	true	115.37	120.16	18
7975_280084_000006_000003	Wrecking the telegraph office as we left, we would get a good start, and by night would be safe beyond Shieldsville, and the next day could ride south across the Iowa line and be in comparative safety.	Wrecking the telegraph office as we left, we would get a good start, and by night would be safe beyond Shieldsville, and the next day could ride south across the Iowa line and be in comparative safety.	false	120.29	131.14	20.05315
7975_280084_000007_000000	But between the time we broke camp and the time they reached the bridge the three who went ahead drank a quart of whisky, and there was the initial blunder at Northfield.	But between the time we broke camp and the time they reached the bridge the three who went ahead drank a quart of whisky, and there was the initial blunder at Northfield.	true	131.87	139.93	19.734425
7975_280084_000007_000001	I never knew Bob to drink before, and I did not know he was drinking that day till after it was all over.	I never knew Bob to drink before, and I did not know he was drinking that day till after it was all over.	false	140.03	144.99	17
7975_280084_000008_000000	When Miller and I crossed the bridge the three were on some dry goods boxes at the corner near the bank, and as soon as they saw us went right into the bank, instead of waiting for us to get there.	When Miller and I crossed the bridge the three were on some dry goods boxes at the corner near the bank, and as soon as they saw us went right into the bank, instead of waiting for us to get there.	false	144.99	155.11	19.05676
7975_280084_000009_000000	When we came up I told Miller to shut the bank door, which they had left open in their hurry.	When we came up I told Miller to shut the bank door, which they had left open in their hurry.	true	155.48	160.24	19.259562
7975_280084_000009_000001	I dismounted in the street, pretending to tighten my saddle girth.	I dismounted in the street, pretending to tighten my saddle girth.	true	160.34	163.63	22.347765
7975_280084_000009_000002	J. S. Allen, whose hardware store was near, tried to go into the bank, but Miller ordered him away, and he ran around the corner, shouting:	j s Allen, whose hardware store was near, tried to go into the bank, but Miller ordered him away, and he ran around the corner, shouting:	true	163.7	170.49	19.293669
7975_280084_000010_000000	"Get your guns, boys; they're robbing the bank."	"Get your guns, boys; they're robbing the bank."	true	170.49	172.81	19.198786
7975_280084_000011_000000	Dr. H. M. Wheeler, who had been standing on the east side of Division street, near the Dampier house, shouted "Robbery!	dr h m Wheeler, who had been standing on the east side of Division street, near the Dampier house, shouted "Robbery!	false	173.18	179.115	20
7975_280084_000011_000001	Robbery!" and I called to him to get inside, at the same time firing a pistol shot in the air as a signal to the three boys at the bridge that we had been discovered. Almost at this instant I heard a pistol shot in the bank.	Robbery!" and I called to him to get inside, at the same time firing a pistol shot in the air as a signal to the three boys at the bridge that we had been discovered. Almost at this instant I heard a pistol shot in the bank.	false	179.115	199.54	19.734407
7975_280084_000011_000002	Chadwell, Woods and Jim rode up and joined us, shouting to people in the street to get inside, and firing their pistols to emphasize their commands.	Chadwell, Woods and Jim rode up and joined us, shouting to people in the street to get inside, and firing their pistols to emphasize their commands.	false	199.64	207.49	20.045
7975_280084_000011_000003	I do not believe they killed any one, however.	I do not believe they killed any one, however.	true	207.62	209.88	19.861847
7975_280084_000011_000004	I have always believed that the man Nicholas Gustavson, who was shot in the street, and who, it was said, did not go inside because he did not understand English, was hit by a glancing shot from Manning's or Wheeler's rifle.	I have always believed that the man Nicholas Gustavson, who was shot in the street, and who, it was said, did not go inside because he did not understand English, was hit by a glancing shot from Manning's or Wheeler's rifle.	true	209.88	220.9	18
7975_280084_000011_000005	If any of our party shot him it must have been Woods.	If any of our party shot him it must have been Woods.	true	221	223.75	22
7975_280084_000012_000000	A man named Elias Stacy, armed with a shot-gun, fired at Miller just as he was mounting his horse, filling Clell's face full of bird shot.	A man named Elias Stacy, armed with a shot gun, fired at Miller just as he was mounting his horse, filling Clell's face full of bird shot.	true	224.21	232.06	21.524258
7975_280084_000012_000001	Manning took a shot at Pitts' horse, killing it, which crippled us badly. Meantime the street was getting uncomfortably hot.	Manning took a shot at Pitts' horse, killing it, which crippled us badly. Meantime the street was getting uncomfortably hot.	true	232.19	238.42	21.017553
7975_280084_000012_000002	Every time I saw any one with a bead on me I would drop off my horse and try to drive the shooter inside, but I could not see in every direction.	Every time I saw any one with a bead on me I would drop off my horse and try to drive the shooter inside, but I could not see in every direction.	true	238.49	246	17.574913
7975_280084_000012_000003	I called to the boys in the bank to come out, for I could not imagine what was keeping them so long.	I called to the boys in the bank to come out, for I could not imagine what was keeping them so long.	true	246	251.05	20.046099
7975_280084_000012_000004	With his second shot Manning wounded me in the thigh, and with his third he shot Chadwell through the heart.	With his second shot Manning wounded me in the thigh, and with his third he shot Chadwell through the heart.	true	251.09	256.63	22.149254
7975_280084_000012_000005	Bill fell from the saddle dead.	Bill fell from the saddle dead.	false	256.76	258.72	21.152445
