7105_2340_000002_000000	"I suppose we shall never see Wilfred Pigeoncote here now that he has become heir to the baronetcy and to a lot of money," observed Mrs. Peter Pigeoncote regretfully to her husband.	"I suppose we shall never see Wilfred Pigeoncote here now that he has become heir to the baronetcy and to a lot of money," observed mrs peter Pigeoncote regretfully to her husband.
7105_2340_000003_000000	"Well, we can hardly expect to," he replied, "seeing that we always choked him off from coming to see us when he was a prospective nobody.	"Well, we can hardly expect to," he replied, "seeing that we always choked him off from coming to see us when he was a prospective nobody.
7105_2340_000004_000000	"There was a reason for not wanting to encourage his acquaintanceship," said Mrs. Peter.	"There was a reason for not wanting to encourage his acquaintanceship," said mrs peter.
7105_2340_000004_000001	"With that notorious failing of his he was not the sort of person one wanted in one's house."	"With that notorious failing of his he was not the sort of person one wanted in one's house."
7105_2340_000006_000000	"Oh, of course, there is still that drawback," admitted the wife, "but one would like to make the acquaintance of the future head of the family, if only out of mere curiosity.	"Oh, of course, there is still that drawback," admitted the wife, "but one would like to make the acquaintance of the future head of the family, if only out of mere curiosity.
7105_2340_000006_000001	Besides, cynicism apart, his being rich will make a difference in the way people will look at his failing.	Besides, cynicism apart, his being rich will make a difference in the way people will look at his failing.
7105_2340_000006_000002	When a man is absolutely wealthy, not merely well-to-do, all suspicion of sordid motive naturally disappears; the thing becomes merely a tiresome malady."	When a man is absolutely wealthy, not merely well to do, all suspicion of sordid motive naturally disappears; the thing becomes merely a tiresome malady."
7105_2340_000007_000001	And the reputation was an unpleasant one.	And the reputation was an unpleasant one.
7105_2340_000007_000003	From his late schooldays onward he had been possessed by an acute and obstinate form of kleptomania; he had the acquisitive instinct of the collector without any of the collector's discrimination.	From his late schooldays onward he had been possessed by an acute and obstinate form of kleptomania; he had the acquisitive instinct of the collector without any of the collector's discrimination.
7105_2340_000007_000006	The search usually produced a large and varied yield.	The search usually produced a large and varied yield.
7105_2340_000008_000002	Signed 'Wilfrid Pigeoncote.' Must be the Snatcher; none of the others have a motor.	Signed 'Wilfrid Pigeoncote.' Must be the Snatcher; none of the others have a motor.
7105_2340_000008_000003	I suppose he's bringing us a present for the silver wedding."	I suppose he's bringing us a present for the silver wedding."
7105_2340_000010_000000	"We must keep a sharp look-out, that's all," said Peter reassuringly.	"We must keep a sharp look out, that's all," said peter reassuringly.
7105_2340_000012_000001	The talk flitted nervously and hurriedly from one impersonal topic to another.	The talk flitted nervously and hurriedly from one impersonal topic to another.
7105_2340_000012_000003	His hosts, on the other hand, wore an uneasy manner that might have been the hallmark of conscious depravity.	His hosts, on the other hand, wore an uneasy manner that might have been the hallmark of conscious depravity.
7105_2340_000012_000004	In the drawing- room, after dinner, their nervousness and awkwardness increased.	In the drawing room, after dinner, their nervousness and awkwardness increased.
7105_2340_000013_000000	"Oh, we haven't shown you the silver-wedding presents," said Mrs. Peter, suddenly, as though struck by a brilliant idea for entertaining the guest; "here they all are.	"Oh, we haven't shown you the silver wedding presents," said mrs peter, suddenly, as though struck by a brilliant idea for entertaining the guest; "here they all are.
7105_2340_000013_000002	A few duplicates, of course."	A few duplicates, of course."
7105_2340_000014_000000	"Seven cream jugs," put in Peter.	"Seven cream jugs," put in peter.
7105_2340_000015_000001	We feel that we must live on cream for the rest of our lives.	We feel that we must live on cream for the rest of our lives.
7105_2340_000015_000002	Of course, some of them can be changed."	Of course, some of them can be changed."
7105_2340_000016_000000	Wilfrid occupied himself chiefly with such of the gifts as were of antique interest, carrying one or two of them over to the lamp to examine their marks.	Wilfrid occupied himself chiefly with such of the gifts as were of antique interest, carrying one or two of them over to the lamp to examine their marks.
7105_2340_000018_000000	"Sorry.	"Sorry.
7105_2340_000020_000000	Vigilance was not completely crowned with a sense of victory.	Vigilance was not completely crowned with a sense of victory.
7105_2340_000020_000001	After they had said "Good-night" to their visitor, Mrs. Peter expressed her conviction that he had taken something.	After they had said "Good night" to their visitor, mrs peter expressed her conviction that he had taken something.
7105_2340_000021_000000	"I fancy, by his manner, that there was something up," corroborated her husband; "do you miss anything?"	"I fancy, by his manner, that there was something up," corroborated her husband; "do you miss anything?"
7105_2340_000024_000000	"How on earth are we to know?" said Peter.	"How on earth are we to know?" said peter.
7105_2340_000024_000001	"The mean pig hasn't brought us a present, and I'm hanged if he shall carry one off."	"The mean pig hasn't brought us a present, and I'm hanged if he shall carry one off."
7105_2340_000026_000001	Mrs. Peter kept guard outside, while her husband first made a hurried and successful search for the keys, and then plunged at the portmanteau with the air of a disagreeably conscientious Customs official.	mrs peter kept guard outside, while her husband first made a hurried and successful search for the keys, and then plunged at the portmanteau with the air of a disagreeably conscientious Customs official.
7105_2340_000027_000001	Quick, fly down with it and put it back among the others."	Quick, fly down with it and put it back among the others."
7105_2340_000028_000000	Wilfrid was late in coming down to breakfast, and his manner showed plainly that something was amiss.	Wilfrid was late in coming down to breakfast, and his manner showed plainly that something was amiss.
7105_2340_000029_000001	Something's been taken out of my portmanteau.	Something's been taken out of my portmanteau.
7105_2340_000029_000002	It was a little present from my mother and myself for your silver wedding.	It was a little present from my mother and myself for your silver wedding.
7105_2340_000029_000004	I thought I'd get it changed for something else, and now it's gone."	I thought I'd get it changed for something else, and now it's gone."
7105_2340_000030_000001	The Snatcher had been an orphan these many years.	The Snatcher had been an orphan these many years.
7105_2340_000031_000000	"Yes, my mother's at Cairo just now, and she wrote to me at Dresden to try and get you something quaint and pretty in the old silver line, and I pitched on this cream jug."	"Yes, my mother's at Cairo just now, and she wrote to me at Dresden to try and get you something quaint and pretty in the old silver line, and I pitched on this cream jug."
7105_2340_000032_000000	Both the Pigeoncotes had turned deadly pale.	Both the Pigeoncotes had turned deadly pale.
7105_2340_000032_000001	The mention of Dresden had thrown a sudden light on the situation.	The mention of Dresden had thrown a sudden light on the situation.
7105_2340_000032_000004	And they had rifled and despoiled his portmanteau!	And they had rifled and despoiled his portmanteau!
7105_2340_000032_000005	Husband and wife looked blankly and desperately at one another.	Husband and wife looked blankly and desperately at one another.
7105_2340_000032_000006	It was Mrs. Peter who arrived first at an inspiration.	It was mrs peter who arrived first at an inspiration.
7105_2340_000033_000001	We keep the drawing-room locked up at night, of course, but anything might be carried off while we are at breakfast."	We keep the drawing room locked up at night, of course, but anything might be carried off while we are at breakfast."
7105_2340_000035_000000	"There are eight cream jugs now, instead of seven," she cried; "this one wasn't there before.	"There are eight cream jugs now, instead of seven," she cried; "this one wasn't there before.
7105_2340_000035_000001	What a curious trick of memory, Mr. Wilfrid!	What a curious trick of memory, mr Wilfrid!
7105_2340_000035_000002	You must have slipped downstairs with it last night and put it there before we locked up, and forgotten all about having done it in the morning."	You must have slipped downstairs with it last night and put it there before we locked up, and forgotten all about having done it in the morning."
7105_2340_000036_000001	"Only the other day I went into the town to pay a bill, and went in again next day, having clean forgotten that I'd--"	"Only the other day I went into the town to pay a bill, and went in again next day, having clean forgotten that I'd-"
7105_2340_000037_000001	Some one had taken it while I was away from the room."	Some one had taken it while I was away from the room."
7105_2340_000038_000000	The Pigeoncotes had turned paler than ever.	The Pigeoncotes had turned paler than ever.
7105_2340_000038_000001	Mrs. Peter had a final inspiration.	mrs peter had a final inspiration.
7105_2340_000041_000000	Mrs. Peter turned to her guest with confidential coyness.	mrs peter turned to her guest with confidential coyness.
7105_2340_000042_000000	"A diplomat like you will know how to treat this as if it hadn't happened.	"A diplomat like you will know how to treat this as if it hadn't happened.
7105_2340_000043_000000	"Good Lord!	"Good Lord!
7105_2340_000044_000002	The doctors have a special name for it.	The doctors have a special name for it.
7105_2340_000044_000003	He must have pounced on your portmanteau the moment you went to your bath, and taken the first thing he came across.	He must have pounced on your portmanteau the moment you went to your bath, and taken the first thing he came across.
7105_2340_000045_000000	Mrs. Peter broke off in some confusion, and tripped out to meet her husband in the hall.	mrs peter broke off in some confusion, and tripped out to meet her husband in the hall.
7105_2340_000046_000000	"It's all right," she whispered to him; "I've explained everything.	"It's all right," she whispered to him; "I've explained everything.
7105_2340_000046_000001	Don't say anything more about it."	Don't say anything more about it."
7105_2340_000047_000000	"Brave little woman," said Peter, with a gasp of relief; "I could never have done it."	"Brave little woman," said peter, with a gasp of relief; "I could never have done it."
7105_2340_000048_000000	Diplomatic reticence does not necessarily extend to family affairs.	Diplomatic reticence does not necessarily extend to family affairs.
